	X54675	X54675.1	cyclophosphamide.coeff	cyclophosphamide.pvalue
1556553_at_1556553_at	1556553_at	1556553_at	-0.780386946	0.242962823
1556568_a_at_1556568_a_at	1556568_a_at	1556568_a_at	-0.299142743	0.227955554
1556579_s_at_1556579_s_at	1556579_s_at	1556579_s_at	-0.225395119	0.30717849
1556580_a_at_1556580_a_at	1556580_a_at	1556580_a_at	-0.656168352	0.612087303
1556584_at_1556584_at	1556584_at	1556584_at	0.555337866	0.498545921
1556586_x_at_1556586_x_at	1556586_x_at	1556586_x_at	-0.151117414	0.823636668
1556589_at_1556589_at	1556589_at	1556589_at	0.153423467	0.701063928
1556590_s_at_1556590_s_at	1556590_s_at	1556590_s_at	0.01730584	0.927008951
1556592_at_1556592_at	1556592_at	1556592_at	-0.395408767	0.711095648
1556593_s_at_1556593_s_at	1556593_s_at	1556593_s_at	0.909070372	0.37181402
1556595_at_1556595_at	1556595_at	1556595_at	-0.119989174	0.325159305
1556602_at_1556602_at	1556602_at	1556602_at	-0.006984773	0.968734647
1556616_a_at_1556616_a_at	1556616_a_at	1556616_a_at	-0.310913171	0.268585535
1556617_a_at_1556617_a_at	1556617_a_at	1556617_a_at	1.102972854	0.331007379
1556618_at_1556618_at	1556618_at	1556618_at	0.417698386	0.427017211
1556620_at_1556620_at	1556620_at	1556620_at	0.531432552	0.180765283
1556621_a_at_1556621_a_at	1556621_a_at	1556621_a_at	-0.604071264	0.071417573
1556622_s_at_1556622_s_at	1556622_s_at	1556622_s_at	-0.553430701	0.498928631
1556623_at_1556623_at	1556623_at	1556623_at	0.119518299	0.880197704
1556624_at_1556624_at	1556624_at	1556624_at	-0.649765293	0.656384587
1556625_a_at_1556625_a_at	1556625_a_at	1556625_a_at	0.952530243	0.531905407
1556636_at_1556636_at	1556636_at	1556636_at	-0.984436309	0.266608143
1556643_at_1556643_at	1556643_at	1556643_at	-0.034832724	0.849329899
1556645_s_at_1556645_s_at	1556645_s_at	1556645_s_at	1.441314062	0.335340023
1556646_at_1556646_at	1556646_at	1556646_at	0.011979335	0.959048321
1556649_at_1556649_at	1556649_at	1556649_at	0.319981837	0.691511636
1556650_at_1556650_at	1556650_at	1556650_at	-0.311517985	0.266868369
1556651_at_1556651_at	1556651_at	1556651_at	1.224154357	0.225717917
1556654_at_1556654_at	1556654_at	1556654_at	0.148585447	0.745513141
1556655_s_at_1556655_s_at	1556655_s_at	1556655_s_at	-0.261870687	0.602900135
1556656_at_1556656_at	1556656_at	1556656_at	0.039940209	0.771754482
1556657_at_1556657_at	1556657_at	1556657_at	-0.154391743	0.355355874
1556658_a_at_1556658_a_at	1556658_a_at	1556658_a_at	-0.154615604	0.329393556
1556659_at_1556659_at	1556659_at	1556659_at	-0.414870821	0.500049225
1556665_at_1556665_at	1556665_at	1556665_at	0.052634996	0.709375153
1556666_a_at_1556666_a_at	1556666_a_at	1556666_a_at	0.008518231	0.949008192
1556669_a_at_1556669_a_at	1556669_a_at	1556669_a_at	0.441511376	0.541630027
1556676_a_at_1556676_a_at	1556676_a_at	1556676_a_at	0.201042266	0.6680655
1556677_at_1556677_at	1556677_at	1556677_at	0.127522354	0.868222204
1556678_a_at_1556678_a_at	1556678_a_at	1556678_a_at	-0.215327571	0.25710231
1556679_at_1556679_at	1556679_at	1556679_at	-0.590234587	0.561727355
1556682_s_at_1556682_s_at	1556682_s_at	1556682_s_at	-0.281327269	0.474038845
1556683_x_at_1556683_x_at	1556683_x_at	1556683_x_at	-0.430985108	0.264842508
1556685_at_1556685_at	1556685_at	1556685_at	-0.012098869	0.969640364
1556690_s_at_1556690_s_at	1556690_s_at	1556690_s_at	-0.154708943	0.413961683
1556694_a_at_1556694_a_at	1556694_a_at	1556694_a_at	-0.249748126	0.666609998
1556699_at_1556699_at	1556699_at	1556699_at	-2.412698026	0.016278493
1556700_a_at_1556700_a_at	1556700_a_at	1556700_a_at	0.669870724	0.578008659
1556704_s_at_1556704_s_at	1556704_s_at	1556704_s_at	-0.047859735	0.847501863
1556706_at_1556706_at	1556706_at	1556706_at	-0.25154497	0.620534118
1556713_at_1556713_at	1556713_at	1556713_at	-0.276486793	0.842461249
1556717_at_1556717_at	1556717_at	1556717_at	-0.026224191	0.966833026
1556718_s_at_1556718_s_at	1556718_s_at	1556718_s_at	-0.422488728	0.649617664
1556728_at_1556728_at	1556728_at	1556728_at	-0.673425012	0.140969828
1556734_at_1556734_at	1556734_at	1556734_at	1.109458965	0.093815017
1556735_at_1556735_at	1556735_at	1556735_at	-0.526179341	0.389706879
1556743_at_1556743_at	1556743_at	1556743_at	-0.388795818	0.07133363
1556744_a_at_1556744_a_at	1556744_a_at	1556744_a_at	-0.308452202	0.024343867
1556747_a_at_1556747_a_at	1556747_a_at	1556747_a_at	0.01032486	0.988782424
1556748_x_at_1556748_x_at	1556748_x_at	1556748_x_at	0.133697208	0.823932223
1556749_at_1556749_at	1556749_at	1556749_at	0.857355001	0.367118364
1556753_s_at_1556753_s_at	1556753_s_at	1556753_s_at	0.004922633	0.993469773
1556759_at_1556759_at	1556759_at	1556759_at	0.223816498	0.881582656
1556760_a_at_1556760_a_at	1556760_a_at	1556760_a_at	-0.153312477	0.896331584
1556761_at_1556761_at	1556761_at	1556761_at	0.000986645	0.998521395
1556762_a_at_1556762_a_at	1556762_a_at	1556762_a_at	-2.920233632	8.62342E-05
1556763_at_1556763_at	1556763_at	1556763_at	-0.346038396	0.680630386
1556764_s_at_1556764_s_at	1556764_s_at	1556764_s_at	-0.15939558	0.655319076
1556769_a_at_1556769_a_at	1556769_a_at	1556769_a_at	0.005945096	0.961098236
1556773_at_1556773_at	1556773_at	1556773_at	0.017916478	0.88471604
1556775_at_1556775_at	1556775_at	1556775_at	-1.826682752	0.10038209
1556776_a_at_1556776_a_at	1556776_a_at	1556776_a_at	0.509350632	0.318731211
1556777_a_at_1556777_a_at	1556777_a_at	1556777_a_at	-0.747055512	0.491354412
1556778_at_1556778_at	1556778_at	1556778_at	0.26080529	0.75741727
1556779_s_at_1556779_s_at	1556779_s_at	1556779_s_at	-2.93932668	0.043258597
1556781_at_1556781_at	1556781_at	1556781_at	0.183426105	0.817674845
1556783_a_at_1556783_a_at	1556783_a_at	1556783_a_at	-0.769529945	0.02412135
1556784_at_1556784_at	1556784_at	1556784_at	1.700167695	0.004445817
1556794_at_1556794_at	1556794_at	1556794_at	-0.089397525	0.882223801
1556800_a_at_1556800_a_at	1556800_a_at	1556800_a_at	-1.456055765	0.496228032
1556805_at_1556805_at	1556805_at	1556805_at	-1.090311132	0.394043784
1556806_at_1556806_at	1556806_at	1556806_at	-0.194647781	0.526704784
1556808_at_1556808_at	1556808_at	1556808_at	0.283584345	0.62061687
1556809_a_at_1556809_a_at	1556809_a_at	1556809_a_at	0.181943366	0.720463984
1556810_a_at_1556810_a_at	1556810_a_at	1556810_a_at	-1.108975491	0.458443312
1556812_a_at_1556812_a_at	1556812_a_at	1556812_a_at	-0.662583948	0.389433815
1556813_at_1556813_at	1556813_at	1556813_at	0.510534064	0.53648245
1556814_a_at_1556814_a_at	1556814_a_at	1556814_a_at	-0.148619055	0.224268868
1556815_at_1556815_at	1556815_at	1556815_at	-0.335613884	0.565044247
1556817_a_at_1556817_a_at	1556817_a_at	1556817_a_at	-0.373938836	0.699226053
1556818_at_1556818_at	1556818_at	1556818_at	-0.043010318	0.795715387
1556823_s_at_1556823_s_at	1556823_s_at	1556823_s_at	2.18549667	0.115830261
1556824_at_1556824_at	1556824_at	1556824_at	-0.896059697	0.255449473
1556828_at_1556828_at	1556828_at	1556828_at	-0.036509681	0.886859736
1556832_at_1556832_at	1556832_at	1556832_at	-2.011358264	0.059085043
1556836_at_1556836_at	1556836_at	1556836_at	-0.911106044	0.426707564
1556837_a_at_1556837_a_at	1556837_a_at	1556837_a_at	0.60449808	0.545265253
1556846_at_1556846_at	1556846_at	1556846_at	0.879175038	0.185451787
1556847_s_at_1556847_s_at	1556847_s_at	1556847_s_at	-0.481737849	0.433276889
1556849_at_1556849_at	1556849_at	1556849_at	-0.117980252	0.637530032
1556851_at_1556851_at	1556851_at	1556851_at	0.22807998	0.838813696
1556852_a_at_1556852_a_at	1556852_a_at	1556852_a_at	-0.357977088	0.576961318
1556856_at_1556856_at	1556856_at	1556856_at	0.561170213	0.606488635
1556865_at_1556865_at	1556865_at	1556865_at	-0.171974295	0.38850342
1556867_at_1556867_at	1556867_at	1556867_at	-0.897420042	0.300230522
1556877_at_1556877_at	1556877_at	1556877_at	-1.042851482	0.318088607
1556879_at_1556879_at	1556879_at	1556879_at	0.111800829	0.488792843
1556881_at_1556881_at	1556881_at	1556881_at	-1.556114032	0.221628403
1556888_at_1556888_at	1556888_at	1556888_at	3.395982696	0.010801338
1556889_s_at_1556889_s_at	1556889_s_at	1556889_s_at	-0.626154446	0.671821319
1556903_at_1556903_at	1556903_at	1556903_at	-0.148950117	0.901916372
1556904_at_1556904_at	1556904_at	1556904_at	0.021643814	0.985797438
1556909_at_1556909_at	1556909_at	1556909_at	-0.937082313	0.334194122
1556911_at_1556911_at	1556911_at	1556911_at	-0.115859813	0.474447548
1556914_at_1556914_at	1556914_at	1556914_at	0.964259758	0.355676223
1556916_a_at_1556916_a_at	1556916_a_at	1556916_a_at	0.545114541	0.788551182
1556917_a_at_1556917_a_at	1556917_a_at	1556917_a_at	0.584535438	0.525339463
1556921_at_1556921_at	1556921_at	1556921_at	-1.324538373	0.195239404
1556923_at_1556923_at	1556923_at	1556923_at	-0.168780917	0.6162777
1556928_at_1556928_at	1556928_at	1556928_at	-0.351513948	0.781460687
1556931_at_1556931_at	1556931_at	1556931_at	-0.326131438	0.251627444
1556932_at_1556932_at	1556932_at	1556932_at	0.237660562	0.819620521
1556933_at_1556933_at	1556933_at	1556933_at	-0.189832196	0.609741227
1556935_at_1556935_at	1556935_at	1556935_at	-0.124655723	0.636670894
1556936_at_1556936_at	1556936_at	1556936_at	-2.206936282	0.157477928
1556937_at_1556937_at	1556937_at	1556937_at	0.690634945	0.530275741
1556938_a_at_1556938_a_at	1556938_a_at	1556938_a_at	1.069461542	0.047151511
1556942_at_1556942_at	1556942_at	1556942_at	-0.425944691	0.021218155
1556944_at_1556944_at	1556944_at	1556944_at	0.83763418	0.534966755
1556945_a_at_1556945_a_at	1556945_a_at	1556945_a_at	-0.659301174	0.569643968
1556947_at_1556947_at	1556947_at	1556947_at	0.490143756	0.631855006
1556951_at_1556951_at	1556951_at	1556951_at	-0.137197485	0.842462961
1556952_at_1556952_at	1556952_at	1556952_at	0.576884696	0.39464865
1556958_at_1556958_at	1556958_at	1556958_at	-0.421550587	0.648125045
1556962_at_1556962_at	1556962_at	1556962_at	-0.271345257	0.73859479
1556963_at_1556963_at	1556963_at	1556963_at	-0.126108545	0.847152681
1556964_s_at_1556964_s_at	1556964_s_at	1556964_s_at	0.645634918	0.34238728
1556970_at_1556970_at	1556970_at	1556970_at	-2.074872581	0.016028753
1556971_a_at_1556971_a_at	1556971_a_at	1556971_a_at	-0.010406643	0.988448571
1556972_at_1556972_at	1556972_at	1556972_at	1.768696106	0.010321037
1556976_s_at_1556976_s_at	1556976_s_at	1556976_s_at	-0.447638649	0.602373207
1556980_at_1556980_at	1556980_at	1556980_at	-0.039363325	0.961611872
1556982_at_1556982_at	1556982_at	1556982_at	-0.404831649	0.224778229
1556983_a_at_1556983_a_at	1556983_a_at	1556983_a_at	-0.380517201	0.464060198
1556984_at_1556984_at	1556984_at	1556984_at	0.330339335	0.58729324
1556985_at_1556985_at	1556985_at	1556985_at	-0.620141262	0.441770141
1556989_at_1556989_at	1556989_at	1556989_at	0.31136909	0.192444539
1556994_at_1556994_at	1556994_at	1556994_at	0.179626447	0.810986589
1556996_at_1556996_at	1556996_at	1556996_at	-0.543929707	0.636373169
1557007_a_at_1557007_a_at	1557007_a_at	1557007_a_at	1.803328247	0.039294373
1557012_a_at_1557012_a_at	1557012_a_at	1557012_a_at	0.133636933	0.796058887
1557017_at_1557017_at	1557017_at	1557017_at	-1.327652849	0.489015495
1557018_a_at_1557018_a_at	1557018_a_at	1557018_a_at	-0.364325288	0.750180861
1557022_at_1557022_at	1557022_at	1557022_at	-0.151599789	0.807547289
1557024_at_1557024_at	1557024_at	1557024_at	0.300100086	0.781616557
1557025_a_at_1557025_a_at	1557025_a_at	1557025_a_at	-1.672592789	0.104224235
1557026_at_1557026_at	1557026_at	1557026_at	-0.074456238	0.762740912
1557029_at_1557029_at	1557029_at	1557029_at	-0.952276357	0.003794061
1557034_s_at_1557034_s_at	1557034_s_at	1557034_s_at	0.42323337	0.373123618
1557050_at_1557050_at	1557050_at	1557050_at	0.124476251	0.23541799
1557051_s_at_1557051_s_at	1557051_s_at	1557051_s_at	0.055344413	0.467010808
1557052_at_1557052_at	1557052_at	1557052_at	-1.101989771	0.325253623
1557060_at_1557060_at	1557060_at	1557060_at	0.329628711	0.789658321
1557068_at_1557068_at	1557068_at	1557068_at	0.386649706	0.767356959
1557077_a_at_1557077_a_at	1557077_a_at	1557077_a_at	-0.029163316	0.883274261
1557094_at_1557094_at	1557094_at	1557094_at	0.033092221	0.666494339
1557099_at_1557099_at	1557099_at	1557099_at	0.120627414	0.910666475
1557117_at_1557117_at	1557117_at	1557117_at	0.372870306	0.606651628
1557118_a_at_1557118_a_at	1557118_a_at	1557118_a_at	-0.217421606	0.524270684
1557121_s_at_1557121_s_at	1557121_s_at	1557121_s_at	-0.203144547	0.144137841
1557135_at_1557135_at	1557135_at	1557135_at	0.059936785	0.761126976
1557139_at_1557139_at	1557139_at	1557139_at	0.282801752	0.64719396
1557141_at_1557141_at	1557141_at	1557141_at	0.244681762	0.277363202
1557147_a_at_1557147_a_at	1557147_a_at	1557147_a_at	0.128304103	0.676861697
1557149_at_1557149_at	1557149_at	1557149_at	-0.043602508	0.755831067
1557154_at_1557154_at	1557154_at	1557154_at	0.06603323	0.680198369
1557155_a_at_1557155_a_at	1557155_a_at	1557155_a_at	0.03364667	0.643605271
1557164_a_at_1557164_a_at	1557164_a_at	1557164_a_at	-0.539624835	0.018098578
1557174_a_at_1557174_a_at	1557174_a_at	1557174_a_at	0.28540641	0.101578849
1557190_at_1557190_at	1557190_at	1557190_at	0.571273045	0.390904062
1557192_at_1557192_at	1557192_at	1557192_at	0.131532207	0.772094129
1557193_at_1557193_at	1557193_at	1557193_at	-0.253020007	0.194868858
1557194_a_at_1557194_a_at	1557194_a_at	1557194_a_at	0.901175159	0.253830297
1557195_at_1557195_at	1557195_at	1557195_at	0.156515654	0.805283528
1557196_a_at_1557196_a_at	1557196_a_at	1557196_a_at	0.457752915	0.285438074
1557214_at_1557214_at	1557214_at	1557214_at	0.465373058	0.714757274
1557219_at_1557219_at	1557219_at	1557219_at	-0.072467026	0.913297166
1557222_at_1557222_at	1557222_at	1557222_at	-0.078944029	0.61627797
1557224_at_1557224_at	1557224_at	1557224_at	-0.096263831	0.624900576
1557232_at_1557232_at	1557232_at	1557232_at	0.331159562	0.558419873
1557238_s_at_1557238_s_at	1557238_s_at	1557238_s_at	-0.153448293	0.417852911
1557240_a_at_1557240_a_at	1557240_a_at	1557240_a_at	0.016422036	0.934451288
1557241_a_at_1557241_a_at	1557241_a_at	1557241_a_at	0.07038971	0.701154456
1557242_at_1557242_at	1557242_at	1557242_at	-0.23358081	0.177480419
1557244_a_at_1557244_a_at	1557244_a_at	1557244_a_at	0.182211847	0.803336276
1557248_at_1557248_at	1557248_at	1557248_at	-0.388582415	0.452015337
1557252_at_1557252_at	1557252_at	1557252_at	0.099994979	0.746985887
1557256_a_at_1557256_a_at	1557256_a_at	1557256_a_at	0.925450675	0.478543968
1557261_at_1557261_at	1557261_at	1557261_at	-0.101065481	0.652235445
1557262_at_1557262_at	1557262_at	1557262_at	-1.376686662	0.067227853
1557263_s_at_1557263_s_at	1557263_s_at	1557263_s_at	-0.127886757	0.715919832
1557265_at_1557265_at	1557265_at	1557265_at	0.239574294	0.564341379
1557267_s_at_1557267_s_at	1557267_s_at	1557267_s_at	-0.119789322	0.58248246
1557270_at_1557270_at	1557270_at	1557270_at	0.104577649	0.338192507
1557274_at_1557274_at	1557274_at	1557274_at	-0.18546758	0.78088813
1557286_at_1557286_at	1557286_at	1557286_at	0.165858691	0.406316551
1557287_at_1557287_at	1557287_at	1557287_at	-0.281789512	0.798422799
1557290_at_1557290_at	1557290_at	1557290_at	0.111929303	0.855538442
1557295_a_at_1557295_a_at	1557295_a_at	1557295_a_at	-0.14386651	0.672680661
1557297_at_1557297_at	1557297_at	1557297_at	-1.259403192	0.425894516
1557300_s_at_1557300_s_at	1557300_s_at	1557300_s_at	0.059265554	0.779741052
1557301_a_at_1557301_a_at	1557301_a_at	1557301_a_at	0.153255613	0.671269577
1557315_a_at_1557315_a_at	1557315_a_at	1557315_a_at	0.302746895	0.348244981
1557316_at_1557316_at	1557316_at	1557316_at	0.373982126	0.18385103
1557319_at_1557319_at	1557319_at	1557319_at	0.556932862	0.354136477
1557322_at_1557322_at	1557322_at	1557322_at	0.031770773	0.937092647
1557325_at_1557325_at	1557325_at	1557325_at	-0.212222822	0.601450618
1557326_at_1557326_at	1557326_at	1557326_at	0.332150628	0.659067562
1557329_at_1557329_at	1557329_at	1557329_at	0.455248162	0.117944797
1557330_at_1557330_at	1557330_at	1557330_at	0.052374167	0.950193346
1557335_at_1557335_at	1557335_at	1557335_at	-0.086751019	0.901495782
1557336_at_1557336_at	1557336_at	1557336_at	-0.119614816	0.767350722
1557338_x_at_1557338_x_at	1557338_x_at	1557338_x_at	-0.260590119	0.478681955
1557339_at_1557339_at	1557339_at	1557339_at	-1.064461807	0.180875159
1557341_x_at_1557341_x_at	1557341_x_at	1557341_x_at	0.286554837	0.652423984
1557343_at_1557343_at	1557343_at	1557343_at	-0.616386178	0.584946438
1557348_at_1557348_at	1557348_at	1557348_at	-0.290048436	0.303277831
1557353_at_1557353_at	1557353_at	1557353_at	0.079092992	0.837326566
1557366_at_1557366_at	1557366_at	1557366_at	-0.054668248	0.743098581
1557375_at_1557375_at	1557375_at	1557375_at	0.645071455	0.062823789
1557383_a_at_1557383_a_at	1557383_a_at	1557383_a_at	-0.055753189	0.621687105
1557398_at_1557398_at	1557398_at	1557398_at	0.622769816	0.234463323
1557400_at_1557400_at	1557400_at	1557400_at	0.415776768	0.255438701
1557402_at_1557402_at	1557402_at	1557402_at	-1.048941697	0.364780419
1557403_s_at_1557403_s_at	1557403_s_at	1557403_s_at	0.034743871	0.90951984
1557404_at_1557404_at	1557404_at	1557404_at	1.876654264	0.061627396
1557409_at_1557409_at	1557409_at	1557409_at	-0.510253696	0.018731102
1557413_a_at_1557413_a_at	1557413_a_at	1557413_a_at	-0.596237131	0.095882445
1557417_s_at_1557417_s_at	1557417_s_at	1557417_s_at	0.154007775	0.90382643
1557421_at_1557421_at	1557421_at	1557421_at	-0.660797949	0.217845442
1557422_at_1557422_at	1557422_at	1557422_at	-0.098309059	0.869939671
1557424_at_1557424_at	1557424_at	1557424_at	-0.475191152	0.750297478
1557427_at_1557427_at	1557427_at	1557427_at	0.395024731	0.746024289
1557431_at_1557431_at	1557431_at	1557431_at	-0.308878712	0.676117697
1557433_at_1557433_at	1557433_at	1557433_at	0.072932036	0.80584712
1557437_a_at_1557437_a_at	1557437_a_at	1557437_a_at	-0.229392477	0.353056006
1557438_at_1557438_at	1557438_at	1557438_at	0.297329592	0.539756643
1557439_at_1557439_at	1557439_at	1557439_at	0.09520833	0.928092207
1557443_s_at_1557443_s_at	1557443_s_at	1557443_s_at	1.761344406	0.191487613
1557448_a_at_1557448_a_at	1557448_a_at	1557448_a_at	-0.139300315	0.537221228
1557452_at_1557452_at	1557452_at	1557452_at	0.061105294	0.745425899
1557453_at_1557453_at	1557453_at	1557453_at	0.334013379	0.652035996
1557456_a_at_1557456_a_at	1557456_a_at	1557456_a_at	1.573664942	0.269707264
1557457_at_1557457_at	1557457_at	1557457_at	-0.540218596	0.556565336
1557459_at_1557459_at	1557459_at	1557459_at	0.061219922	0.749764934
1557463_at_1557463_at	1557463_at	1557463_at	-0.974638971	0.320024556
1557468_at_1557468_at	1557468_at	1557468_at	0.335635633	0.777905786
1557475_at_1557475_at	1557475_at	1557475_at	-0.187560312	0.80521144
1557477_at_1557477_at	1557477_at	1557477_at	-0.018422577	0.945885789
1557478_at_1557478_at	1557478_at	1557478_at	0.141591066	0.596045756
1557479_at_1557479_at	1557479_at	1557479_at	0.425688553	0.413877129
1557484_at_1557484_at	1557484_at	1557484_at	0.153981951	0.885518776
1557486_at_1557486_at	1557486_at	1557486_at	-0.865240524	0.659011077
1557487_at_1557487_at	1557487_at	1557487_at	0.163617377	0.343170417
1557495_at_1557495_at	1557495_at	1557495_at	-0.290686975	0.684630779
1557498_a_at_1557498_a_at	1557498_a_at	1557498_a_at	-0.105710972	0.929678009
1557501_a_at_1557501_a_at	1557501_a_at	1557501_a_at	-0.455696597	0.216737785
1557504_at_1557504_at	1557504_at	1557504_at	-0.394668649	0.17252836
1557505_a_at_1557505_a_at	1557505_a_at	1557505_a_at	-0.291983359	0.166461137
1557506_a_at_1557506_a_at	1557506_a_at	1557506_a_at	-0.009015945	0.978330312
1557507_at_1557507_at	1557507_at	1557507_at	0.101139122	0.598427612
1557511_at_1557511_at	1557511_at	1557511_at	0.302975238	0.799306622
1557512_at_1557512_at	1557512_at	1557512_at	-0.274754131	0.267539955
1557513_a_at_1557513_a_at	1557513_a_at	1557513_a_at	-0.229398666	0.518665205
