	X54675	X54675.1	paclitaxel.coeff	paclitaxel.pvalue
KIAA1549_232921_at	KIAA1549	232921_at	-0.127071956	0.816725393
KIAA1586_231869_at	KIAA1586	231869_at	-0.729502206	0.185039903
KIAA1598_221802_s_at	KIAA1598	221802_s_at	0.982356346	0.023305584
KIAA1609_222261_at	KIAA1609	222261_at	2.291398057	0.258638253
KIAA1614_215367_at	KIAA1614	215367_at	-7.98672344	0.005937148
KIAA1644_221901_at	KIAA1644	221901_at	-0.80096809	0.03833114
KIAA1652_1560671_at	KIAA1652	1560671_at	0.422437401	0.870059089
KIAA1654_215680_at	KIAA1654	215680_at	1.707216291	0.434438689
KIAA1656_1569365_a_at	KIAA1656	1569365_a_at	-4.98125142	0.065534138
KIAA1661_215943_at	KIAA1661	215943_at	1.259351876	0.09003565
KIAA1671_1563478_at	KIAA1671	1563478_at	2.180998491	0.008711453
KIAA1683_232433_at	KIAA1683	232433_at	-3.190933949	0.159772434
KIAA1704_229078_s_at	KIAA1704	229078_s_at	0.951993197	0.176617981
KIAA1715_229173_at	KIAA1715	229173_at	1.316697735	0.047312135
KIAA1731_215018_at	KIAA1731	215018_at	1.250763573	0.159910427
KIAA1737_225623_at	KIAA1737	225623_at	1.119647518	0.042766893
KIAA1751_216807_at	KIAA1751	216807_at	-1.006642376	0.594637578
KIAA1755_1561394_s_at	KIAA1755	1561394_s_at	-3.941511304	0.150824595
KIAA1797_218503_at	KIAA1797	218503_at	-0.094168234	0.836214136
KIAA1804_228565_at	KIAA1804	228565_at	0.398137708	0.313941829
KIAA1826_223799_at	KIAA1826	223799_at	-0.451614254	0.460296155
KIAA1841_243539_at	KIAA1841	243539_at	-0.348316511	0.455451659
KIAA1875_233344_x_at	KIAA1875	233344_x_at	1.622406722	0.654518427
KIAA1908_1561666_a_at	KIAA1908	1561666_a_at	1.491413976	0.025138603
KIAA1919_232139_s_at	KIAA1919	232139_s_at	-0.860748967	0.248990441
KIAA1958_230166_at	KIAA1958	230166_at	0.965852497	0.101953269
KIAA1967_225193_at	KIAA1967	225193_at	1.398655861	0.004972981
KIAA1984_236518_at	KIAA1984	236518_at	1.773670606	0.079230977
KIAA2013_224706_at	KIAA2013	224706_at	-1.87867547	0.02813635
KIAA2018_242513_x_at	KIAA2018	242513_x_at	3.311844391	0.05981648
KIAA2022_244370_at	KIAA2022	244370_at	0.280599993	0.33775805
KIAA2026_235021_at	KIAA2026	235021_at	1.839676231	0.10615782
KIDINS220_1557246_at	KIDINS220	1557246_at	1.157310483	0.175524787
KIF11_204444_at	KIF11	204444_at	0.251454234	0.782929845
KIF12_229258_at	KIF12	229258_at	1.479838887	0.094269905
KIF13A_232837_at	KIF13A	232837_at	-1.518961547	0.04004429
KIF13B_202962_at	KIF13B	202962_at	-0.20579121	0.667632738
KIF14_236641_at	KIF14	236641_at	-0.645572878	0.398769852
KIF15_219306_at	KIF15	219306_at	-0.392197007	0.545726598
KIF16B_232083_at	KIF16B	232083_at	0.902048098	0.053259231
KIF17_222144_at	KIF17	222144_at	0.124333692	0.95621056
KIF18A_221258_s_at	KIF18A	221258_s_at	-0.315272836	0.638422264
KIF18B_222039_at	KIF18B	222039_at	0.026611517	0.97670009
KIF19_236426_at	KIF19	236426_at	-2.362057603	0.358386493
KIF1A_203850_s_at	KIF1A	203850_s_at	1.230230941	0.592543856
KIF1B_225878_at	KIF1B	225878_at	-1.534612675	0.014611025
KIF1C_209244_s_at	KIF1C	209244_s_at	-1.308814495	0.097718418
KIF20A_218755_at	KIF20A	218755_at	-1.893388496	0.009972439
KIF20B_234748_x_at	KIF20B	234748_x_at	-5.250120259	0.065222298
KIF21A_231875_at	KIF21A	231875_at	1.060217917	0.00375615
KIF21B_204411_at	KIF21B	204411_at	-1.026823209	0.071245157
KIF22_202183_s_at	KIF22	202183_s_at	0.549635518	0.538406743
KIF23_244427_at	KIF23	244427_at	0.93607166	0.152963279
KIF24_220652_at	KIF24	220652_at	1.175827149	0.296178607
KIF25-AS1_211350_s_at	KIF25-AS1	211350_s_at	-4.364895601	0.082955139
KIF25_208128_x_at	KIF25	208128_x_at	-1.123779948	0.602655149
KIF26A_232069_at	KIF26A	232069_at	-0.450493875	0.490502277
KIF26B_1555164_at	KIF26B	1555164_at	-3.974664399	0.074008169
KIF27_232514_at	KIF27	232514_at	0.850991844	0.656183974
KIF2A_220699_s_at	KIF2A	220699_s_at	-1.374904274	0.706027917
KIF2B_223926_at	KIF2B	223926_at	-1.17258311	0.741531627
KIF2C_211519_s_at	KIF2C	211519_s_at	-2.471500206	0.000550816
KIF3A_213623_at	KIF3A	213623_at	1.356155091	0.058382392
KIF3B_203943_at	KIF3B	203943_at	0.410923082	0.682804052
KIF3C_203389_at	KIF3C	203389_at	-1.668528466	0.009566401
KIF4A_218355_at	KIF4A	218355_at	-2.710647636	0.021227607
KIF5A_205318_at	KIF5A	205318_at	4.61522849	0.025213928
KIF5B_201991_s_at	KIF5B	201991_s_at	0.645603343	0.638493053
KIF5C_1557089_at	KIF5C	1557089_at	-1.588199517	0.358818375
KIF6_1552538_a_at	KIF6	1552538_a_at	-7.816319554	0.056902919
KIF7_229405_at	KIF7	229405_at	-1.394909797	0.032825499
KIF9_223778_at	KIF9	223778_at	-1.908442376	0.362889785
KIFAP3_203333_at	KIFAP3	203333_at	-1.058805076	0.121926578
KIFC1_209680_s_at	KIFC1	209680_s_at	-2.35833047	0.00052196
KIFC2_226791_at	KIFC2	226791_at	0.864738049	0.031473063
KIFC3_209661_at	KIFC3	209661_at	-2.63976468	0.007843072
KIN_236887_at	KIN	236887_at	0.916626889	0.223661942
KIR2DL1_210890_x_at	KIR2DL1	210890_x_at	3.279754004	0.275626104
KIR2DL2_211397_x_at	KIR2DL2	211397_x_at	-3.850731689	0.123252334
KIR2DL3_208179_x_at	KIR2DL3	208179_x_at	1.064529007	0.655436724
KIR2DL4_211245_x_at	KIR2DL4	211245_x_at	1.555818858	0.559106885
KIR2DL5A_211410_x_at	KIR2DL5A	211410_x_at	0.317735315	0.912562836
KIR2DS1_208198_x_at	KIR2DS1	208198_x_at	-1.704047548	0.370405376
KIR2DS2_211532_x_at	KIR2DS2	211532_x_at	-2.061737662	0.440173545
KIR2DS3_208122_x_at	KIR2DS3	208122_x_at	-0.57019875	0.849134189
KIR2DS5_208203_x_at	KIR2DS5	208203_x_at	0.294762263	0.903155746
KIR3DL1_211687_x_at	KIR3DL1	211687_x_at	3.008032966	0.248465129
KIR3DL3_216676_x_at	KIR3DL3	216676_x_at	-1.495600967	0.562536134
KIR3DS1_211389_x_at	KIR3DS1	211389_x_at	-1.342786066	0.678590636
KIR3DX1_216492_at	KIR3DX1	216492_at	-2.315485619	0.341917848
KIRREL_225303_at	KIRREL	225303_at	-0.538637141	0.026541888
KIRREL2_223755_at	KIRREL2	223755_at	-3.246063778	0.015895207
KIRREL3-AS3_1553478_at	KIRREL3-AS3	1553478_at	1.332745973	0.656584276
KIRREL3_240402_at	KIRREL3	240402_at	-0.337177669	0.69213311
KISS1_205563_at	KISS1	205563_at	0.213337908	0.612598026
KISS1R_242517_at	KISS1R	242517_at	0.516647882	0.113005121
KIT_205051_s_at	KIT	205051_s_at	-0.77200341	0.044532849
KITLG_207029_at	KITLG	207029_at	0.910123327	0.007589037
KL_205978_at	KL	205978_at	-0.032978416	0.918479626
KLB_244276_at	KLB	244276_at	1.068515456	0.056044141
KLC1_212877_at	KLC1	212877_at	0.895132449	0.191091792
KLC2_218906_x_at	KLC2	218906_x_at	0.996604034	0.299513607
KLC3_1570402_at	KLC3	1570402_at	-1.156232457	0.202105358
KLC4_225596_at	KLC4	225596_at	-2.218486586	0.076209
KLF1_210504_at	KLF1	210504_at	-2.750980584	0.272579696
KLF10_202393_s_at	KLF10	202393_s_at	-0.476032587	0.430831992
KLF11_1553137_s_at	KLF11	1553137_s_at	-2.43028595	0.001703423
KLF12_214276_at	KLF12	214276_at	-2.154869946	0.0133986
KLF13_219878_s_at	KLF13	219878_s_at	-1.247677756	0.00085816
KLF14_1552813_at	KLF14	1552813_at	-5.866869559	0.005679059
KLF15_231015_at	KLF15	231015_at	-2.886423685	0.025831703
KLF16_224111_x_at	KLF16	224111_x_at	-4.01197098	0.00826331
KLF17_1553891_at	KLF17	1553891_at	-2.638644949	0.21265578
KLF2_219371_s_at	KLF2	219371_s_at	0.531915622	0.189052578
KLF3_219657_s_at	KLF3	219657_s_at	-1.052651003	0.310731225
KLF4_221841_s_at	KLF4	221841_s_at	0.411817846	0.277366082
KLF5_209212_s_at	KLF5	209212_s_at	-0.41253208	0.171450954
KLF6_208960_s_at	KLF6	208960_s_at	-0.672255484	0.145905272
KLF7_238482_at	KLF7	238482_at	-1.898272573	0.000966929
KLF8_230986_at	KLF8	230986_at	0.248927429	0.528282316
KLF9_203541_s_at	KLF9	203541_s_at	-4.126008727	0.108450694
KLHDC1_1552733_at	KLHDC1	1552733_at	1.261884175	0.104920159
KLHDC10_209256_s_at	KLHDC10	209256_s_at	-1.872034867	0.026185983
KLHDC2_217906_at	KLHDC2	217906_at	0.885179897	0.336141845
KLHDC3_208784_s_at	KLHDC3	208784_s_at	-1.187436979	0.260095843
KLHDC4_221219_s_at	KLHDC4	221219_s_at	0.869920769	0.138327419
KLHDC5_225732_at	KLHDC5	225732_at	1.799220601	0.015564622
KLHDC7A_1553437_at	KLHDC7A	1553437_at	3.927434203	0.185757581
KLHDC7B_236285_at	KLHDC7B	236285_at	-0.073392343	0.75769155
KLHDC8A_222871_at	KLHDC8A	222871_at	-3.734319465	0.052568765
KLHDC8B_225755_at	KLHDC8B	225755_at	-0.28561251	0.594470322
KLHDC9_227582_at	KLHDC9	227582_at	0.375437361	0.234871863
KLHL1_223810_at	KLHL1	223810_at	4.928772038	0.249074981
KLHL10_1552424_at	KLHL10	1552424_at	-3.920569116	0.413549661
KLHL11_220657_at	KLHL11	220657_at	-3.013281274	0.138562266
KLHL12_225068_at	KLHL12	225068_at	1.483792548	0.055702021
KLHL13_227875_at	KLHL13	227875_at	0.35621039	0.200338854
KLHL14_1554941_at	KLHL14	1554941_at	-5.613567064	0.083349188
KLHL15_226370_at	KLHL15	226370_at	-0.479975896	0.383198995
KLHL17_1555650_at	KLHL17	1555650_at	-3.70356475	0.071641438
KLHL18_207976_at	KLHL18	207976_at	3.524503952	0.156460336
KLHL2_219157_at	KLHL2	219157_at	-0.563038083	0.176598817
KLHL20_210634_at	KLHL20	210634_at	2.925176812	0.005541257
KLHL21_203068_at	KLHL21	203068_at	-0.462880288	0.589886507
KLHL22_221948_s_at	KLHL22	221948_s_at	4.266268365	0.136074391
KLHL23_241682_at	KLHL23	241682_at	-0.596045063	0.2658543
KLHL24_206551_x_at	KLHL24	206551_x_at	2.918419632	0.012604307
KLHL25_210307_s_at	KLHL25	210307_s_at	1.897321656	0.232348889
KLHL26_219354_at	KLHL26	219354_at	-0.510229061	0.696926061
KLHL28_243982_at	KLHL28	243982_at	2.058193166	0.007381029
KLHL29_1554261_at	KLHL29	1554261_at	5.359604216	0.064123483
KLHL3_1555110_a_at	KLHL3	1555110_a_at	-5.509640193	0.222186133
KLHL30-AS1_1554782_at	KLHL30-AS1	1554782_at	-3.092810221	0.306221267
KLHL31_234782_at	KLHL31	234782_at	-6.657498268	0.019215815
KLHL32_1553765_a_at	KLHL32	1553765_a_at	2.685019364	0.569227429
KLHL34_1553873_at	KLHL34	1553873_at	-0.45794968	0.755868437
KLHL35_1553611_s_at	KLHL35	1553611_s_at	0.358029213	0.446264294
KLHL36_227319_at	KLHL36	227319_at	0.655204848	0.373915253
KLHL4_214591_at	KLHL4	214591_at	0.132668032	0.850882721
KLHL5_227565_at	KLHL5	227565_at	-0.373140905	0.322027489
KLHL6_1560396_at	KLHL6	1560396_at	-3.916645088	0.147558968
KLHL7_220238_s_at	KLHL7	220238_s_at	-0.951935677	0.137873172
KLHL8_242648_at	KLHL8	242648_at	1.228112501	0.077026448
KLHL9_237123_x_at	KLHL9	237123_x_at	9.29305399	0.011868159
KLK1_216699_s_at	KLK1	216699_s_at	-0.271767979	0.861794278
KLK10_215808_at	KLK10	215808_at	0.986940591	0.215898781
KLK11_205470_s_at	KLK11	205470_s_at	0.150255423	0.786181261
KLK12_233586_s_at	KLK12	233586_s_at	-3.085387694	0.036199207
KLK13_205783_at	KLK13	205783_at	4.39422183	0.044559295
KLK14_220573_at	KLK14	220573_at	-3.390027577	0.091724442
KLK15_234966_at	KLK15	234966_at	-8.704427954	0.002204395
KLK2_1555545_at	KLK2	1555545_at	-3.73546432	0.142981889
KLK3_231629_x_at	KLK3	231629_x_at	-2.998823762	0.082272568
KLK4_231782_s_at	KLK4	231782_s_at	-3.951959345	0.015436517
KLK5_222242_s_at	KLK5	222242_s_at	-0.248272594	0.135002771
KLK6_204733_at	KLK6	204733_at	-0.232030683	0.236764202
KLK7_239381_at	KLK7	239381_at	-0.073272855	0.798790151
KLK8_206125_s_at	KLK8	206125_s_at	-0.270617338	0.18697499
KLKB1_206541_at	KLKB1	206541_at	2.147757273	0.497178754
KLLN_244431_at	KLLN	244431_at	4.218496865	0.170949696
KLRAP1_207229_at	KLRAP1	207229_at	3.342361107	0.088215502
KLRB1_242628_at	KLRB1	242628_at	1.282768604	0.029784763
KLRC3_207723_s_at	KLRC3	207723_s_at	-1.099285342	0.394963914
KLRC4_210690_at	KLRC4	210690_at	0.335984799	0.930262251
KLRD1_207795_s_at	KLRD1	207795_s_at	-1.278817703	0.381622939
KLRF1_220646_s_at	KLRF1	220646_s_at	-0.443529276	0.608454875
KLRG1_210288_at	KLRG1	210288_at	-1.820553297	0.158187936
KLRG2_244264_at	KLRG2	244264_at	0.551005751	0.060453966
KLRK1_205821_at	KLRK1	205821_at	1.165449339	0.544253236
KMO_205307_s_at	KMO	205307_s_at	0.25880132	0.519590092
KNCN_1564044_at	KNCN	1564044_at	-3.428135974	0.25039996
KNDC1_230558_at	KNDC1	230558_at	-2.452836395	0.252951051
KNG1_206054_at	KNG1	206054_at	-5.998249606	0.009460658
KNTC1_206316_s_at	KNTC1	206316_s_at	1.142901621	0.133904377
KPNA1_202057_at	KPNA1	202057_at	1.278201906	0.188322298
KPNA2_201088_at	KPNA2	201088_at	3.657246024	0.00760203
KPNA3_221502_at	KPNA3	221502_at	-1.307991902	0.178048892
KPNA4_209653_at	KPNA4	209653_at	-0.880885536	0.315238945
KPNA5_206241_at	KPNA5	206241_at	-1.243631968	0.129643534
KPNA6_212103_at	KPNA6	212103_at	-1.924039222	0.040461913
KPNB1_213803_at	KPNB1	213803_at	-1.406446463	0.040748545
KPTN_220160_s_at	KPTN	220160_s_at	-0.495649993	0.597914665
KRAS_214352_s_at	KRAS	214352_s_at	2.360818205	0.020128275
KRBA1_236275_at	KRBA1	236275_at	-1.873567622	0.045900711
KRBA2_1558533_at	KRBA2	1558533_at	0.903619806	0.26526183
KRBOX1-AS1_1556796_at	KRBOX1-AS1	1556796_at	-3.586397674	0.075767416
KRBOX1_228721_at	KRBOX1	228721_at	-0.542568649	0.054184796
KRCC1_222585_x_at	KRCC1	222585_x_at	0.72548841	0.050327778
KREMEN1_243029_at	KREMEN1	243029_at	-2.492370019	0.193216419
KREMEN2_219692_at	KREMEN2	219692_at	0.210718185	0.857558985
KRI1_218798_at	KRI1	218798_at	-1.740422812	0.044176478
KRIT1_216713_at	KRIT1	216713_at	1.415782426	0.12406526
KRR1_203202_at	KRR1	203202_at	1.407400609	0.013179475
KRT1_205900_at	KRT1	205900_at	-3.932647502	0.084665621
KRT10_213287_s_at	KRT10	213287_s_at	1.043476165	0.336461277
KRT12_207811_at	KRT12	207811_at	0.108038137	0.968592007
KRT13_207935_s_at	KRT13	207935_s_at	0.006964321	0.975498905
KRT14_209351_at	KRT14	209351_at	-0.295553148	0.071360722
KRT15_204734_at	KRT15	204734_at	-0.025614054	0.905700854
KRT16_209800_at	KRT16	209800_at	-0.37577835	0.162884061
KRT17_212236_x_at	KRT17	212236_x_at	-0.434589351	0.026790874
KRT18_201596_x_at	KRT18	201596_x_at	0.71842786	0.049830572
KRT19_201650_at	KRT19	201650_at	0.179094043	0.260580941
KRT19P2_217338_at	KRT19P2	217338_at	2.111715077	0.371564007
KRT2_207908_at	KRT2	207908_at	4.089613206	0.012185601
KRT20_213953_at	KRT20	213953_at	-0.888118852	0.769559022
KRT222_243998_at	KRT222	243998_at	-0.681252197	0.538580738
KRT23_218963_s_at	KRT23	218963_s_at	0.244941131	0.264407089
KRT24_220267_at	KRT24	220267_at	1.463170522	0.416012277
KRT25_237905_at	KRT25	237905_at	-3.582110832	0.146264076
KRT27_240388_at	KRT27	240388_at	5.687000805	0.036433659
KRT3_217325_at	KRT3	217325_at	-2.165175121	0.464174017
KRT31_206677_at	KRT31	206677_at	-2.573812034	0.245620238
KRT32_207146_at	KRT32	207146_at	1.920168901	0.061004241
KRT33A_208483_x_at	KRT33A	208483_x_at	-0.783648982	0.2144951
KRT33B_207787_at	KRT33B	207787_at	0.471891555	0.568126831
KRT34_206969_at	KRT34	206969_at	-0.392879768	0.192483394
KRT35_216921_s_at	KRT35	216921_s_at	-1.28085155	0.672873319
KRT36_214576_at	KRT36	214576_at	2.518247885	0.397043596
KRT37_207649_at	KRT37	207649_at	1.220819182	0.217082427
KRT38_207716_at	KRT38	207716_at	-3.36575965	0.03838935
KRT4_214399_s_at	KRT4	214399_s_at	-0.476381396	0.481107034
KRT40_1562628_at	KRT40	1562628_at	-9.264182067	0.026164353
KRT5_201820_at	KRT5	201820_at	-0.463194856	0.010331812
KRT6A_209125_at	KRT6A	209125_at	-0.534710871	0.07633414
KRT6B_209126_x_at	KRT6B	209126_x_at	-0.626066408	0.076030456
KRT7_1558394_s_at	KRT7	1558394_s_at	2.292709192	0.006334092
KRT71_231461_at	KRT71	231461_at	-1.747027159	0.459373127
KRT72_1564435_a_at	KRT72	1564435_a_at	0.754368168	0.803881549
KRT73_1553537_at	KRT73	1553537_at	-1.070761514	0.71054634
KRT74_1553539_at	KRT74	1553539_at	-6.375515941	0.026625947
KRT75_207065_at	KRT75	207065_at	-1.014341584	0.110933278
KRT76_207878_at	KRT76	207878_at	4.580202728	0.043690618
KRT77_237120_at	KRT77	237120_at	1.772179293	0.676853967
KRT78_1553212_at	KRT78	1553212_at	1.991551002	0.471385099
KRT79_1569909_at	KRT79	1569909_at	-4.63765546	0.208316299
KRT8_209008_x_at	KRT8	209008_x_at	0.389143052	0.082315959
KRT80_231849_at	KRT80	231849_at	0.232862706	0.412963685
KRT81_213711_at	KRT81	213711_at	-0.15220328	0.308372519
KRT82_233158_at	KRT82	233158_at	-3.62216349	0.072410918
KRT83_207669_at	KRT83	207669_at	-0.473185805	0.759917098
KRT84_217031_at	KRT84	217031_at	1.592223792	0.612859721
KRT85_207670_at	KRT85	207670_at	-1.146747171	0.698961801
KRT8P12_230116_at	KRT8P12	230116_at	2.566815146	0.093675273
KRT9_208188_at	KRT9	208188_at	-0.234639056	0.686610073
KRTAP1-1_220976_s_at	KRTAP1-1	220976_s_at	-3.942278784	0.147942608
KRTAP1-3_220978_at	KRTAP1-3	220978_at	-3.172972997	0.26275207
KRTAP1-5_233533_at	KRTAP1-5	233533_at	-0.304610136	0.493257022
KRTAP10-11_1560897_a_at	KRTAP10-11	1560897_a_at	1.455430574	0.511720314
KRTAP10-12_237853_x_at	KRTAP10-12	237853_x_at	1.842061985	0.702319417
KRTAP11-1_1564803_at	KRTAP11-1	1564803_at	-0.322519939	0.904420663
KRTAP13-1_1564921_at	KRTAP13-1	1564921_at	1.60428269	0.568849587
KRTAP17-1_234680_at	KRTAP17-1	234680_at	-4.158865059	0.083381267
KRTAP19-1_1556410_a_at	KRTAP19-1	1556410_a_at	5.954277875	0.038771204
KRTAP19-3_240967_at	KRTAP19-3	240967_at	0.879633036	0.829719873
KRTAP2-1_234691_at	KRTAP2-1	234691_at	-4.928128077	0.196316052
KRTAP2-2_234772_s_at	KRTAP2-2	234772_s_at	-2.588612001	0.293192313
KRTAP3-1_233537_at	KRTAP3-1	233537_at	-0.687710602	0.536605932
KRTAP3-2_233534_at	KRTAP3-2	233534_at	0.117237135	0.970845054
KRTAP3-3_233681_at	KRTAP3-3	233681_at	-0.636907815	0.859742956
KRTAP4-1_234635_at	KRTAP4-1	234635_at	-0.408679463	0.780292853
KRTAP4-11_234633_at	KRTAP4-11	234633_at	-0.553869724	0.880806001
KRTAP4-12_224269_at	KRTAP4-12	224269_at	-4.243929439	0.237992287
KRTAP4-2_234671_at	KRTAP4-2	234671_at	4.685770581	0.064496577
KRTAP4-3_234678_at	KRTAP4-3	234678_at	1.315899977	0.732290156
KRTAP4-4_234684_s_at	KRTAP4-4	234684_s_at	-5.789605218	0.126568541
KRTAP4-5_234637_at	KRTAP4-5	234637_at	-0.219805885	0.947290484
KRTAP4-6_234683_at	KRTAP4-6	234683_at	0.993653511	0.706795926
KRTAP4-7_216810_at	KRTAP4-7	216810_at	-2.104470829	0.61029604
KRTAP4-8_234631_at	KRTAP4-8	234631_at	-1.763504488	0.395643752
KRTAP5-8_208532_x_at	KRTAP5-8	208532_x_at	0.239172717	0.903127535
KRTAP5-9_214517_at	KRTAP5-9	214517_at	-3.74383864	0.276571365
KRTAP7-1_1564960_at	KRTAP7-1	1564960_at	-1.874034435	0.474993838
KRTAP8-1_1564974_at	KRTAP8-1	1564974_at	-2.994608592	0.248403914
KRTAP9-3_234679_at	KRTAP9-3	234679_at	3.892885956	0.318173563
KRTAP9-4_233640_x_at	KRTAP9-4	233640_x_at	2.72073001	0.279598253
KRTAP9-8_234639_x_at	KRTAP9-8	234639_x_at	1.190255482	0.757949799
KRTAP9-9_220972_s_at	KRTAP9-9	220972_s_at	-4.640601601	0.156146963
KRTCAP2_233122_at	KRTCAP2	233122_at	3.047728877	0.005472342
KRTCAP3_235148_at	KRTCAP3	235148_at	0.733493856	0.013188944
KRTDAP_230835_at	KRTDAP	230835_at	-0.247626669	0.909785729
KSR1_213769_at	KSR1	213769_at	-7.257690112	0.004529391
KSR2_1553491_at	KSR2	1553491_at	1.31061744	0.647458002
KTI12_225642_at	KTI12	225642_at	-1.040223029	0.237031481
KTN1_200915_x_at	KTN1	200915_x_at	-0.345526641	0.79547764
KXD1_200076_s_at	KXD1	200076_s_at	-1.390486799	0.251525427
KY_1564254_at	KY	1564254_at	-2.138806581	0.481483993
KYNU_210662_at	KYNU	210662_at	-0.487462153	0.347487927
L1CAM_204585_s_at	L1CAM	204585_s_at	-2.079677063	0.039696215
L1TD1_219955_at	L1TD1	219955_at	0.465586557	0.413347621
L2HGDH_224459_at	L2HGDH	224459_at	2.924986585	0.030560742
L3MBTL1_210306_at	L3MBTL1	210306_at	0.643974042	0.214395456
L3MBTL2_1555815_a_at	L3MBTL2	1555815_a_at	-1.518957054	0.069611236
L3MBTL3_229393_at	L3MBTL3	229393_at	-0.284858466	0.623014572
L3MBTL4_228557_at	L3MBTL4	228557_at	-1.354948855	0.169344968
LACC1_1553142_at	LACC1	1553142_at	-2.171149082	0.220695797
LACE1_1563671_at	LACE1	1563671_at	6.766768116	0.035884092
LACRT_224540_at	LACRT	224540_at	-4.068951116	0.240910582
LACTB_1552485_at	LACTB	1552485_at	0.698660501	0.317718355
LACTB2_222714_s_at	LACTB2	222714_s_at	0.353584149	0.52789764
LAD1_216641_s_at	LAD1	216641_s_at	-0.009608332	0.984855457
LAG3_206486_at	LAG3	206486_at	2.99543694	0.093801313
LAGE3_221982_x_at	LAGE3	221982_x_at	-0.2167263	0.837376342
LAIR1_208071_s_at	LAIR1	208071_s_at	-4.472228247	0.048605699
LAIR2_207509_s_at	LAIR2	207509_s_at	-2.317365377	0.312883231
LALBA_207816_at	LALBA	207816_at	-2.885244233	0.225495626
LAMA1_222346_at	LAMA1	222346_at	1.024039538	0.742257117
LAMA2_216840_s_at	LAMA2	216840_s_at	-1.696598846	0.030626988
LAMA3_1563772_a_at	LAMA3	1563772_a_at	4.448016916	0.02214722
LAMA4_210990_s_at	LAMA4	210990_s_at	-0.793601993	0.132254361
LAMA5_229570_at	LAMA5	229570_at	1.328743715	0.034459996
LAMB1_211651_s_at	LAMB1	211651_s_at	-0.542745436	0.065378883
LAMB2_216264_s_at	LAMB2	216264_s_at	-0.32457379	0.587420545
LAMB2P1_230616_at	LAMB2P1	230616_at	0.970443892	0.553794586
LAMB3_209270_at	LAMB3	209270_at	-0.244867913	0.241069418
LAMB4_216622_at	LAMB4	216622_at	-5.347348331	0.079393508
LAMC1_200771_at	LAMC1	200771_at	-0.620562823	0.040558831
LAMC2_202267_at	LAMC2	202267_at	-0.310452798	0.182641902
LAMC3_219407_s_at	LAMC3	219407_s_at	-1.419638809	0.084276868
LAMP1_201551_s_at	LAMP1	201551_s_at	-2.328737794	0.001157893
LAMP2_200821_at	LAMP2	200821_at	-1.496415561	0.071135064
LAMP3_205569_at	LAMP3	205569_at	-0.254506742	0.328078949
LAMP5_219463_at	LAMP5	219463_at	-0.765294314	0.688386612
LAMTOR1_223009_at	LAMTOR1	223009_at	0.54113043	0.568756585
LAMTOR2_218291_at	LAMTOR2	218291_at	0.84258991	0.205114308
LAMTOR3_217971_at	LAMTOR3	217971_at	2.571307465	0.002059969
LANCL1_202020_s_at	LANCL1	202020_s_at	0.656739702	0.422711354
LANCL2_222560_at	LANCL2	222560_at	-5.689649068	0.008688258
LANCL3_243856_at	LANCL3	243856_at	0.040510253	0.969941177
LAP3_217933_s_at	LAP3	217933_s_at	0.795632504	0.443612094
LAPTM4A_200673_at	LAPTM4A	200673_at	0.381242542	0.7840819
LAPTM4B_208029_s_at	LAPTM4B	208029_s_at	0.725874467	0.183076041
LAPTM5_201721_s_at	LAPTM5	201721_s_at	-0.372576377	0.500041595
LARGE_215543_s_at	LARGE	215543_s_at	0.880424261	0.009100904
LARP1_239663_x_at	LARP1	239663_x_at	-4.705053075	0.01469833
LARP1B_242153_at	LARP1B	242153_at	2.438300789	0.00358114
LARP4_212714_at	LARP4	212714_at	2.209996401	0.021495974
LARP4B_214216_s_at	LARP4B	214216_s_at	1.750630716	0.095056113
LARP6_218651_s_at	LARP6	218651_s_at	-0.740185796	0.010495075
LARP7_212785_s_at	LARP7	212785_s_at	0.922513447	0.382486191
LARS_222427_s_at	LARS	222427_s_at	-1.124699544	0.257455765
LARS2_204016_at	LARS2	204016_at	-0.662912843	0.432621917
LAS1L_235541_at	LAS1L	235541_at	-2.947854574	0.073125541
LASP1_200618_at	LASP1	200618_at	0.20327891	0.684286315
