	X54675	X54675.1	gemcitabine.coeff	gemcitabine.pvalue
MYL7_219942_at	MYL7	219942_at	-0.323239706	0.892137835
MYL9_201058_s_at	MYL9	201058_s_at	-0.077982377	0.715231664
MYLIP_227707_at	MYLIP	227707_at	2.539881495	0.200217023
MYLK-AS1_230460_at	MYLK-AS1	230460_at	0.93485081	0.327636883
MYLK_1568770_at	MYLK	1568770_at	7.116991075	0.011305174
MYLK2_231792_at	MYLK2	231792_at	-0.990596662	0.710500444
MYLK3_1562411_at	MYLK3	1562411_at	-2.040293129	0.122958021
MYLK4_1556136_at	MYLK4	1556136_at	-4.598496705	0.012784537
MYLPF_205163_at	MYLPF	205163_at	-3.48042385	0.048191679
MYNN_224206_x_at	MYNN	224206_x_at	2.741065324	0.058609709
MYO10_244350_at	MYO10	244350_at	-0.666044482	0.309907037
MYO15A_220288_at	MYO15A	220288_at	-1.471637662	0.654175633
MYO15B_219173_at	MYO15B	219173_at	1.450425384	0.399826921
MYO16_1557720_s_at	MYO16	1557720_s_at	0.617219571	0.684722262
MYO18B_1554579_a_at	MYO18B	1554579_a_at	-1.57895385	0.419993019
MYO19_225947_at	MYO19	225947_at	-0.468007755	0.638830311
MYO1A_211916_s_at	MYO1A	211916_s_at	-0.734794837	0.786281758
MYO1B_212365_at	MYO1B	212365_at	0.418068293	0.312833422
MYO1C_214656_x_at	MYO1C	214656_x_at	1.972197559	0.13915062
MYO1D_212338_at	MYO1D	212338_at	0.249302281	0.486823196
MYO1E_203072_at	MYO1E	203072_at	0.65709544	0.326736619
MYO1F_213733_at	MYO1F	213733_at	1.428015185	0.262916278
MYO1G_244654_at	MYO1G	244654_at	-0.802077689	0.774861479
MYO1H_1553452_at	MYO1H	1553452_at	-1.719987915	0.63537393
MYO3A_221400_at	MYO3A	221400_at	-4.80907611	0.137826631
MYO3B_1555257_a_at	MYO3B	1555257_a_at	3.80396888	0.330872568
MYO5A_217417_at	MYO5A	217417_at	-4.514765568	0.340226603
MYO5B_225299_at	MYO5B	225299_at	0.451956254	0.349123806
MYO5C_218966_at	MYO5C	218966_at	0.064056292	0.81504907
MYO6_203216_s_at	MYO6	203216_s_at	-0.138711003	0.830017405
MYO7A_33197_at	MYO7A	33197_at	-1.91419298	0.040606538
MYO7B_235383_at	MYO7B	235383_at	-3.040894779	0.183812505
MYO9A_219027_s_at	MYO9A	219027_s_at	-0.923683096	0.53792724
MYO9B_208452_x_at	MYO9B	208452_x_at	-1.470136089	0.475246127
MYOC_210155_at	MYOC	210155_at	0.236389711	0.929511588
MYOCD_229339_at	MYOCD	229339_at	0.928490289	0.184923884
MYOD1_206657_s_at	MYOD1	206657_s_at	-0.369918584	0.90907942
MYOF_201798_s_at	MYOF	201798_s_at	0.742566178	0.054953363
MYOG_207282_s_at	MYOG	207282_s_at	0.505925453	0.856518265
MYOM1_205610_at	MYOM1	205610_at	-0.944756142	0.665180426
MYOM2_205826_at	MYOM2	205826_at	0.269632841	0.800805055
MYOM3_230284_at	MYOM3	230284_at	-4.876964038	0.201240681
MYOT_219728_at	MYOT	219728_at	-3.746898401	0.286850648
MYOZ1_219509_at	MYOZ1	219509_at	-0.396131661	0.895785909
MYOZ2_207148_x_at	MYOZ2	207148_x_at	2.005729838	0.285682571
MYOZ3_1553070_a_at	MYOZ3	1553070_a_at	1.507506532	0.582248154
MYPN_235367_at	MYPN	235367_at	0.713729652	0.417326249
MYPOP_227937_at	MYPOP	227937_at	1.849403204	0.21729611
MYRIP_214156_at	MYRIP	214156_at	0.272679453	0.507159333
MYSM1_238644_at	MYSM1	238644_at	0.484179955	0.591654492
MYT1_1556269_at	MYT1	1556269_at	-4.216855613	0.039631378
MYT1L_1554633_a_at	MYT1L	1554633_a_at	-3.080795083	0.397859181
MZB1_223565_at	MZB1	223565_at	-0.28122711	0.511857243
MZF1_204139_x_at	MZF1	204139_x_at	-1.337476481	0.073587098
MZT1_228530_at	MZT1	228530_at	2.333726486	0.032605641
MZT2A_213166_x_at	MZT2A	213166_x_at	0.995022949	0.551457959
MZT2B_212995_x_at	MZT2B	212995_x_at	2.264381314	0.182577908
N4BP1_204601_at	N4BP1	204601_at	1.815813013	0.047740094
N4BP2_228242_at	N4BP2	228242_at	-0.496014875	0.417168073
N4BP2L1_214886_s_at	N4BP2L1	214886_s_at	-6.548564529	0.051306315
N4BP2L2-IT1_215318_at	N4BP2L2-IT1	215318_at	0.214053908	0.779997536
N4BP2L2_202258_s_at	N4BP2L2	202258_s_at	-0.689742391	0.464227466
N4BP3_214775_at	N4BP3	214775_at	0.256228294	0.657797102
N6AMT1_234676_s_at	N6AMT1	234676_s_at	-6.084476096	0.011422005
N6AMT2_227054_at	N6AMT2	227054_at	0.094446221	0.920504429
NAA10_203025_at	NAA10	203025_at	-0.791093535	0.294186369
NAA11_210603_at	NAA11	210603_at	-0.399088215	0.433465426
NAA15_1556382_a_at	NAA15	1556382_a_at	1.885553363	0.106097914
NAA16_220656_at	NAA16	220656_at	-4.47406639	0.296425133
NAA20_223040_at	NAA20	223040_at	-0.328644309	0.77994896
NAA25_225888_at	NAA25	225888_at	-0.398579011	0.683150871
NAA30_225679_at	NAA30	225679_at	1.369452521	0.269650591
NAA35_219362_at	NAA35	219362_at	-0.270439907	0.837870073
NAA38_219119_at	NAA38	219119_at	-1.186421994	0.251047703
NAA40_222369_at	NAA40	222369_at	0.84431666	0.339802914
NAA50_222393_s_at	NAA50	222393_s_at	1.25295555	0.178368372
NAA60_218661_at	NAA60	218661_at	0.94890685	0.410183844
NAAA_214765_s_at	NAAA	214765_s_at	0.516964926	0.222662881
NAALAD2_1554506_x_at	NAALAD2	1554506_x_at	-10.81217093	0.009162026
NAALADL1_228424_at	NAALADL1	228424_at	-1.642346965	0.562804785
NAALADL2_1557998_at	NAALADL2	1557998_at	3.168125081	0.118615061
NAB1_211139_s_at	NAB1	211139_s_at	-1.004489236	0.05678373
NAB2_212803_at	NAB2	212803_at	0.376464339	0.678981174
NACA_208635_x_at	NACA	208635_x_at	-4.021224622	0.163572418
NACA2_222224_at	NACA2	222224_at	-0.225740772	0.951475832
NACAD_213630_at	NACAD	213630_at	0.736636673	0.770313368
NACAP1_211445_x_at	NACAP1	211445_x_at	-5.234148964	0.264525384
NACC1_235047_x_at	NACC1	235047_x_at	-2.155913974	0.217433222
NACC2_230050_at	NACC2	230050_at	-0.909720395	0.352522577
NADK_215159_s_at	NADK	215159_s_at	-2.225147993	0.083882
NADKD1_229299_at	NADKD1	229299_at	1.764426072	0.04737059
NADSYN1_1565906_at	NADSYN1	1565906_at	3.358392385	0.1040608
NAE1_202268_s_at	NAE1	202268_s_at	1.847109669	0.117705739
NAF1_244828_x_at	NAF1	244828_x_at	0.006556595	0.994902189
NAG18_210496_at	NAG18	210496_at	0.820064949	0.685282095
NAGA_202944_at	NAGA	202944_at	0.295002725	0.740282577
NAGK_218231_at	NAGK	218231_at	0.876646267	0.298053397
NAGLU_204360_s_at	NAGLU	204360_s_at	0.593385098	0.598981253
NAGPA_205090_s_at	NAGPA	205090_s_at	-1.601597244	0.149216642
NAGS_229432_at	NAGS	229432_at	-1.055509154	0.152892295
NAIF1_1554664_at	NAIF1	1554664_at	6.383659599	0.089652418
NAIP_204861_s_at	NAIP	204861_s_at	0.653683281	0.362120321
NALCN_1554702_at	NALCN	1554702_at	3.610742547	0.162714728
NAMPT_217739_s_at	NAMPT	217739_s_at	0.663436525	0.298550528
NANOG_220184_at	NANOG	220184_at	-1.830294006	0.109126925
NANOS1_228526_at	NANOS1	228526_at	-2.647604489	0.178273808
NANOS2_1557767_at	NANOS2	1557767_at	-0.998350996	0.813688252
NANOS3_240311_at	NANOS3	240311_at	-3.326850987	0.315224945
NANP_228073_at	NANP	228073_at	-1.018052286	0.211259785
NANS_241923_x_at	NANS	241923_x_at	-2.397811472	0.417862969
NAP1L1_213864_s_at	NAP1L1	213864_s_at	-1.409032822	0.147226439
NAP1L2_219368_at	NAP1L2	219368_at	0.734682687	0.151312865
NAP1L3_204749_at	NAP1L3	204749_at	-0.907747939	0.140692651
NAP1L4_201414_s_at	NAP1L4	201414_s_at	0.691950545	0.527804452
NAP1L5_228062_at	NAP1L5	228062_at	-0.969456246	0.015477142
NAPA_206491_s_at	NAPA	206491_s_at	1.083139914	0.129315641
NAPB_225111_s_at	NAPB	225111_s_at	0.10626511	0.926987274
NAPEPLD_233539_at	NAPEPLD	233539_at	-0.850514852	0.347431288
NAPG_210048_at	NAPG	210048_at	0.50598354	0.561066676
NAPRT1_226707_at	NAPRT1	226707_at	0.413970596	0.298313837
NAPSA_223806_s_at	NAPSA	223806_s_at	-1.622830421	0.515128965
NAPSB_228056_s_at	NAPSB	228056_s_at	-7.420496011	0.1754432
NARF_219862_s_at	NARF	219862_s_at	-1.82275275	0.096296527
NARFL_218742_at	NARFL	218742_at	-0.930811332	0.421764292
NARG2_242639_at	NARG2	242639_at	1.368647114	0.14183708
NARS_200027_at	NARS	200027_at	0.588767714	0.606288799
NARS2_219217_at	NARS2	219217_at	-1.067803571	0.239106233
NASP_201970_s_at	NASP	201970_s_at	-1.078254042	0.271865486
NAT1_214440_at	NAT1	214440_at	0.533525914	0.142010153
NAT10_217884_at	NAT10	217884_at	-0.293456374	0.745811258
NAT14_223284_at	NAT14	223284_at	-0.047138524	0.957830409
NAT16_1564658_at	NAT16	1564658_at	-6.389171288	0.00314031
NAT2_206797_at	NAT2	206797_at	0.250875296	0.824854259
NAT6_210874_s_at	NAT6	210874_s_at	0.408928881	0.692487559
NAT8_210289_at	NAT8	210289_at	-0.334277194	0.921744909
NAT8B_206964_at	NAT8B	206964_at	4.606895426	0.191765533
NAT8L_235316_at	NAT8L	235316_at	-1.104742364	0.399983949
NAT9_204382_at	NAT9	204382_at	0.059254174	0.9503425
NAV1_242986_at	NAV1	242986_at	-1.144311224	0.337865699
NAV2-AS4_233077_at	NAV2-AS4	233077_at	0.236235479	0.910206843
NAV2_1556606_at	NAV2	1556606_at	4.387605335	0.197211405
NAV3_216632_at	NAV3	216632_at	7.087025111	0.016845598
NBAS_242049_s_at	NBAS	242049_s_at	0.630414146	0.542020613
NBEA_226439_s_at	NBEA	226439_s_at	-0.638452837	0.20382037
NBEAL1_1554106_at	NBEAL1	1554106_at	0.747716881	0.549788895
NBEAL2_212443_at	NBEAL2	212443_at	-0.249306943	0.730193362
NBEAP1_1560683_at	NBEAP1	1560683_at	-0.846840913	0.047098549
NBL1_37005_at	NBL1	37005_at	0.491154074	0.180892211
NBLA00301_219791_s_at	NBLA00301	219791_s_at	11.18759417	0.002485575
NBN_240510_at	NBN	240510_at	-0.994217484	0.300049783
NBPF1_230712_at	NBPF1	230712_at	0.045602685	0.951309226
NBPF10_242191_at	NBPF10	242191_at	-0.207557629	0.752196843
NBPF3_1558825_s_at	NBPF3	1558825_s_at	2.454264255	0.35557054
NBPF4_1553910_at	NBPF4	1553910_at	-0.211798262	0.690317389
NBPF5_1558862_at	NBPF5	1558862_at	0.62269583	0.753223707
NBPF8_237917_at	NBPF8	237917_at	0.873904781	0.468361669
NBR1_201383_s_at	NBR1	201383_s_at	1.216000431	0.311047035
NBR2_1553992_s_at	NBR2	1553992_s_at	0.451503101	0.544765301
NCALD_1562790_at	NCALD	1562790_at	7.408702843	0.028679092
NCAM1_214952_at	NCAM1	214952_at	-4.197106347	0.338735343
NCAM2_205669_at	NCAM2	205669_at	0.598575022	0.106992952
NCAN_205143_at	NCAN	205143_at	-0.470948256	0.883783988
NCAPD2_201774_s_at	NCAPD2	201774_s_at	-0.444417925	0.587662204
NCAPD3_212789_at	NCAPD3	212789_at	-0.610092101	0.468313567
NCAPG_218662_s_at	NCAPG	218662_s_at	-1.693022048	0.046303287
NCAPG2_219588_s_at	NCAPG2	219588_s_at	1.157464235	0.180321651
NCAPH_212949_at	NCAPH	212949_at	-1.957625258	0.105827509
NCAPH2_40640_at	NCAPH2	40640_at	-6.561941315	0.07436279
NCBP1_209520_s_at	NCBP1	209520_s_at	0.889343173	0.40184153
NCBP2_201521_s_at	NCBP2	201521_s_at	-0.227386828	0.848925667
NCDN_237002_at	NCDN	237002_at	0.704917474	0.694917167
NCEH1_225847_at	NCEH1	225847_at	0.043490603	0.918094904
NCF2_209949_at	NCF2	209949_at	0.228048798	0.598717516
NCF4_207677_s_at	NCF4	207677_s_at	-0.396776272	0.781914864
NCK1_229895_s_at	NCK1	229895_s_at	2.456818985	0.132855014
NCK2_203315_at	NCK2	203315_at	-0.267673685	0.792532636
NCKAP1_207738_s_at	NCKAP1	207738_s_at	-1.060712506	0.42055925
NCKAP1L_209734_at	NCKAP1L	209734_at	-5.491415207	0.024469543
NCKAP5_239650_at	NCKAP5	239650_at	0.331404267	0.566753852
NCKAP5L_231865_at	NCKAP5L	231865_at	1.74280088	0.255922847
NCKIPSD_216116_at	NCKIPSD	216116_at	-2.060677643	0.449397006
NCL_200610_s_at	NCL	200610_s_at	-1.573062886	0.249306872
NCLN_222206_s_at	NCLN	222206_s_at	-1.47385055	0.180969572
NCOA1_231289_at	NCOA1	231289_at	3.627553858	0.304447559
NCOA2_205732_s_at	NCOA2	205732_s_at	1.438414705	0.01785378
NCOA3_209060_x_at	NCOA3	209060_x_at	0.840036671	0.105202304
NCOA4_210774_s_at	NCOA4	210774_s_at	-0.061764471	0.969185084
NCOA5_225145_at	NCOA5	225145_at	-1.228950415	0.13005071
NCOA6_1568874_at	NCOA6	1568874_at	1.935885325	0.065711768
NCOA7_225344_at	NCOA7	225344_at	-0.460320563	0.263749834
NCOR1_200854_at	NCOR1	200854_at	-1.989983191	0.051768258
NCOR2_208888_s_at	NCOR2	208888_s_at	2.921498485	0.327475955
NCR1_217095_x_at	NCR1	217095_x_at	2.067978081	0.472150886
NCR2_221074_at	NCR2	221074_at	6.877085057	0.076198627
NCR3_211583_x_at	NCR3	211583_x_at	-7.145255635	0.037709255
NCRNA00185_207063_at	NCRNA00185	207063_at	-1.436638967	0.674839505
NCS1_230138_at	NCS1	230138_at	6.790067797	0.022801135
NCSTN_208759_at	NCSTN	208759_at	0.48509437	0.695863781
ND2_1553551_s_at	ND2	1553551_s_at	-1.524820048	0.624226123
ND6_1553575_at	ND6	1553575_at	0.516885214	0.468922374
NDC80_204162_at	NDC80	204162_at	-0.460287106	0.473094056
NDE1_227249_at	NDE1	227249_at	-1.072504435	0.096744529
NDEL1_208093_s_at	NDEL1	208093_s_at	-0.656106175	0.481291345
NDFIP1_222422_s_at	NDFIP1	222422_s_at	-2.44729481	0.015714089
NDFIP2_224801_at	NDFIP2	224801_at	-0.683086154	0.140688827
NDN_209550_at	NDN	209550_at	-0.811235887	0.030868358
NDNF_219747_at	NDNF	219747_at	0.067555907	0.904930445
NDNL2_226008_at	NDNL2	226008_at	-0.989462211	0.275738435
NDOR1_234935_at	NDOR1	234935_at	6.533020933	0.047885264
NDP_206022_at	NDP	206022_at	0.644282138	0.127760589
NDRG1_200632_s_at	NDRG1	200632_s_at	0.354582962	0.289267009
NDRG2_214278_s_at	NDRG2	214278_s_at	2.192586466	0.473468667
NDRG3_217286_s_at	NDRG3	217286_s_at	-1.146498424	0.148538025
NDRG4_209159_s_at	NDRG4	209159_s_at	-0.680970945	0.238638972
NDST1_1554010_at	NDST1	1554010_at	0.64324812	0.4089513
NDST2_203916_at	NDST2	203916_at	-0.609980317	0.608656079
NDST3_220429_at	NDST3	220429_at	0.894532763	0.830684046
NDST4_1570222_at	NDST4	1570222_at	11.04038552	0.01331608
NDUFA1_202298_at	NDUFA1	202298_at	0.144289336	0.895199738
NDUFA10_1555548_at	NDUFA10	1555548_at	-4.830996728	0.254832715
NDUFA11_228690_s_at	NDUFA11	228690_s_at	-1.68003577	0.327406796
NDUFA12_223244_s_at	NDUFA12	223244_s_at	1.048391073	0.501792207
NDUFA13_220864_s_at	NDUFA13	220864_s_at	1.526685852	0.215218612
NDUFA2_222971_at	NDUFA2	222971_at	2.447881964	0.412270687
NDUFA3_218563_at	NDUFA3	218563_at	-1.139951574	0.281826447
NDUFA4_217773_s_at	NDUFA4	217773_s_at	-0.121420002	0.934266737
NDUFA4L2_218484_at	NDUFA4L2	218484_at	1.776719406	0.507139481
NDUFA5_215850_s_at	NDUFA5	215850_s_at	-0.95549654	0.357441147
NDUFA6_202000_at	NDUFA6	202000_at	0.91204614	0.404991184
NDUFA7_1557532_at	NDUFA7	1557532_at	-0.791420049	0.617464659
NDUFA8_218160_at	NDUFA8	218160_at	1.163025788	0.358007211
NDUFA9_208969_at	NDUFA9	208969_at	0.184723986	0.870511786
NDUFAB1_202077_at	NDUFAB1	202077_at	0.140232361	0.907076331
NDUFAF1_204125_at	NDUFAF1	204125_at	-0.216135259	0.838498973
NDUFAF2_228355_s_at	NDUFAF2	228355_s_at	0.387348334	0.717082455
NDUFAF3_209177_at	NDUFAF3	209177_at	0.6643157	0.553721625
NDUFAF4_219006_at	NDUFAF4	219006_at	-1.234395854	0.167060942
NDUFB1_243630_at	NDUFB1	243630_at	-0.325713724	0.737555504
NDUFB10_223112_s_at	NDUFB10	223112_s_at	-0.858819352	0.396000779
NDUFB11_218320_s_at	NDUFB11	218320_s_at	-0.548825726	0.647429754
NDUFB2_240391_at	NDUFB2	240391_at	1.115293777	0.314730599
NDUFB3_203371_s_at	NDUFB3	203371_s_at	0.785923477	0.677346931
NDUFB4_228940_at	NDUFB4	228940_at	1.307993269	0.454420899
NDUFB5_203621_at	NDUFB5	203621_at	1.34049869	0.324113534
NDUFB6_1559042_at	NDUFB6	1559042_at	0.559867937	0.607353223
NDUFB7_202839_s_at	NDUFB7	202839_s_at	0.612739192	0.600854239
NDUFB8_214241_at	NDUFB8	214241_at	0.206421166	0.86867867
NDUFB9_222992_s_at	NDUFB9	222992_s_at	1.104842159	0.228057461
NDUFC1_203478_at	NDUFC1	203478_at	-0.363105992	0.731229587
NDUFC2_218101_s_at	NDUFC2	218101_s_at	-1.910351444	0.243678077
NDUFS1_203039_s_at	NDUFS1	203039_s_at	-1.051935937	0.472990846
NDUFS2_201966_at	NDUFS2	201966_at	0.239851771	0.812261192
NDUFS3_201740_at	NDUFS3	201740_at	-0.850239386	0.46503272
NDUFS4_1555057_at	NDUFS4	1555057_at	0.873196332	0.646745071
NDUFS6_203606_at	NDUFS6	203606_at	0.286899753	0.763423857
NDUFS7_242168_at	NDUFS7	242168_at	-1.478628635	0.633929324
NDUFS8_203190_at	NDUFS8	203190_at	1.891697648	0.184737489
NDUFV1_227795_at	NDUFV1	227795_at	-1.167019357	0.668181027
NDUFV2_202941_at	NDUFV2	202941_at	-1.437581407	0.248223256
NDUFV3_226209_at	NDUFV3	226209_at	-1.810065918	0.107306117
NEAT1_238320_at	NEAT1	238320_at	1.335245006	0.001292108
NEB_205054_at	NEB	205054_at	1.581074243	0.192054051
NEBL_207279_s_at	NEBL	207279_s_at	1.015406918	0.042522637
NECAB1_233305_at	NECAB1	233305_at	0.486122383	0.321742209
NECAB2_215005_at	NECAB2	215005_at	2.89347638	0.135322459
NECAB3_210720_s_at	NECAB3	210720_s_at	-0.971487621	0.228183261
NECAP1_209300_s_at	NECAP1	209300_s_at	1.545772628	0.059459594
NECAP2_230123_at	NECAP2	230123_at	-1.392668625	0.224367869
NEDD1_1552417_a_at	NEDD1	1552417_a_at	1.249578789	0.217288285
NEDD4_213012_at	NEDD4	213012_at	0.410654333	0.643688655
NEDD4L_237498_at	NEDD4L	237498_at	2.135414041	0.025792008
NEDD8_201840_at	NEDD8	201840_at	3.479666309	0.008337009
NEDD9_242861_at	NEDD9	242861_at	0.526588586	0.791894958
NEFH_33767_at	NEFH	33767_at	-1.610832079	0.001717859
NEFL_221916_at	NEFL	221916_at	0.895203513	0.211120535
NEFM_223902_at	NEFM	223902_at	0.395606914	0.901018669
NEGR1-IT1_1563316_at	NEGR1-IT1	1563316_at	0.329298845	0.918795087
NEGR1_239548_at	NEGR1	239548_at	3.138824334	0.272778755
NEIL1_241477_at	NEIL1	241477_at	1.34521368	0.744136578
NEIL2_226585_at	NEIL2	226585_at	1.099948634	0.217471248
NEIL3_219502_at	NEIL3	219502_at	-1.100690873	0.211628458
NEK1_216213_at	NEK1	216213_at	-5.875848631	0.096809172
NEK10_237227_at	NEK10	237227_at	-0.973724047	0.751340172
NEK11_1555082_a_at	NEK11	1555082_a_at	-1.761898145	0.11234937
NEK2_204641_at	NEK2	204641_at	-1.888298601	0.070709851
NEK3_211089_s_at	NEK3	211089_s_at	-0.156836684	0.815927811
NEK4_204634_at	NEK4	204634_at	-0.40684053	0.738667598
NEK6_223159_s_at	NEK6	223159_s_at	1.180859715	0.063445204
NEK7_212530_at	NEK7	212530_at	-0.719560519	0.560388
NEK8_1557170_at	NEK8	1557170_at	1.691125854	0.207800333
NEK9_230153_at	NEK9	230153_at	-4.146155405	0.298207477
NELF_221214_s_at	NELF	221214_s_at	0.645716468	0.412655037
NELL1_1554394_at	NELL1	1554394_at	6.514106055	0.110169779
NELL2_203413_at	NELL2	203413_at	-0.137573913	0.785113197
NEMF_1557950_at	NEMF	1557950_at	0.510154569	0.622152384
NENF_218407_x_at	NENF	218407_x_at	-3.109098477	0.006837034
NEO1_204321_at	NEO1	204321_at	0.402229049	0.496172632
NES_229346_at	NES	229346_at	-1.345326903	0.181423801
NET1_201829_at	NET1	201829_at	-0.972398264	0.134510733
NETO1_1562713_a_at	NETO1	1562713_a_at	-2.078629606	0.499897335
NETO2_218888_s_at	NETO2	218888_s_at	0.060795751	0.836953505
NEU1_208926_at	NEU1	208926_at	-0.029120024	0.97611576
NEU2_221368_at	NEU2	221368_at	3.622896778	0.355395194
NEU3_206948_at	NEU3	206948_at	3.882385229	0.199891242
NEU4_222957_at	NEU4	222957_at	-2.68597897	0.157959125
NEURL_204888_s_at	NEURL	204888_s_at	0.798385857	0.470522376
NEURL1B_225355_at	NEURL1B	225355_at	0.47803496	0.428048622
NEURL2_230283_at	NEURL2	230283_at	-1.550194849	0.244644249
NEURL3_232593_at	NEURL3	232593_at	-0.67102237	0.251020223
NEURL4_226703_at	NEURL4	226703_at	-1.45649322	0.2787678
NEUROD1_206282_at	NEUROD1	206282_at	4.500957041	0.175681478
NEUROD2_1552953_a_at	NEUROD2	1552953_a_at	-3.242033164	0.184634686
NEUROD4_221318_at	NEUROD4	221318_at	-3.249672445	0.197856448
NEUROD6_220045_at	NEUROD6	220045_at	1.570682049	0.581375064
NEUROG1_208497_x_at	NEUROG1	208497_x_at	-1.460955098	0.702304199
NEUROG2_215632_at	NEUROG2	215632_at	-4.500224828	0.231284769
NEUROG3_207965_at	NEUROG3	207965_at	-3.715731278	0.214011937
NEXN-AS1_1560746_at	NEXN-AS1	1560746_at	5.549491327	0.078082392
NEXN_1552309_a_at	NEXN	1552309_a_at	-0.311907721	0.381352572
NF1_211095_at	NF1	211095_at	4.431482606	0.172142641
NF2_238618_at	NF2	238618_at	2.413317026	0.194287848
NFAM1_230322_at	NFAM1	230322_at	-1.101171563	0.747740521
NFASC_243645_at	NFASC	243645_at	-4.342774692	0.211262858
NFAT5_208003_s_at	NFAT5	208003_s_at	1.233899548	0.102489605
NFATC1_210162_s_at	NFATC1	210162_s_at	-1.540892676	0.202913663
NFATC2_228442_at	NFATC2	228442_at	-0.722532174	0.099908507
NFATC2IP_212808_at	NFATC2IP	212808_at	0.345500532	0.721579908
NFATC3_225137_at	NFATC3	225137_at	2.169294128	0.056871898
NFATC4_236270_at	NFATC4	236270_at	1.798566782	0.09675516
NFE2_209930_s_at	NFE2	209930_s_at	-2.802843171	0.143854256
NFE2L1_214179_s_at	NFE2L1	214179_s_at	0.844030221	0.248866231
NFE2L2_201146_at	NFE2L2	201146_at	-2.204906155	0.034526041
NFE2L3_204702_s_at	NFE2L3	204702_s_at	-0.352176811	0.223683497
NFE4_1560527_at	NFE4	1560527_at	-0.362792982	0.336687866
NFIA_1557639_at	NFIA	1557639_at	4.114861614	0.155714976
NFIB_233304_at	NFIB	233304_at	-0.587684477	0.30431555
NFIC_213298_at	NFIC	213298_at	0.840227706	0.245770111
NFIL3_203574_at	NFIL3	203574_at	-0.508299207	0.457498195
NFIX_229834_at	NFIX	229834_at	-3.057073914	0.170004747
NFKB1_209239_at	NFKB1	209239_at	-1.140747608	0.300196754
NFKB2_207535_s_at	NFKB2	207535_s_at	-0.694566932	0.401038839
NFKBIA_201502_s_at	NFKBIA	201502_s_at	-0.89048678	0.45006924
NFKBIB_228388_at	NFKBIB	228388_at	-2.13772746	0.073860179
NFKBID_241889_at	NFKBID	241889_at	6.291911912	0.015776836
NFKBIE_203927_at	NFKBIE	203927_at	-1.941463494	0.062027435
NFKBIL1_209973_at	NFKBIL1	209973_at	-1.430052238	0.305484003
NFKBIZ_223217_s_at	NFKBIZ	223217_s_at	-0.073246927	0.8638198
NFRKB_206968_s_at	NFRKB	206968_s_at	-1.133006185	0.284190084
NFS1_1554321_a_at	NFS1	1554321_a_at	0.457452985	0.562089145
NFU1_218946_at	NFU1	218946_at	-1.15196944	0.19573447
NFX1_1553103_at	NFX1	1553103_at	2.26748511	0.041174146
NFXL1_227220_at	NFXL1	227220_at	-1.01299661	0.468305258
NFYA_204107_at	NFYA	204107_at	1.421760566	0.113215212
NFYB_218127_at	NFYB	218127_at	-1.798347007	0.03676603
NFYC_211251_x_at	NFYC	211251_x_at	-2.807090126	0.016372712
NGB_236677_at	NGB	236677_at	-2.208735612	0.298847617
NGDN_213794_s_at	NGDN	213794_s_at	2.171772213	0.083043018
NGEF_227240_at	NGEF	227240_at	-0.78767137	0.11000927
NGF_206814_at	NGF	206814_at	0.599357776	0.30551963
NGFR_205858_at	NGFR	205858_at	-0.968503792	0.338832849
NGFRAP1_217963_s_at	NGFRAP1	217963_s_at	0.230292702	0.367702773
NGLY1_220742_s_at	NGLY1	220742_s_at	1.230404365	0.446023889
NGRN_224281_s_at	NGRN	224281_s_at	1.965502225	0.036890065
NHEG1_1568974_at	NHEG1	1568974_at	2.847410846	0.477179356
NHEJ1_219418_at	NHEJ1	219418_at	-2.141956319	0.041804155
NHLH1_214628_at	NHLH1	214628_at	1.908569311	0.440004593
NHLH2_214497_s_at	NHLH2	214497_s_at	-0.977049391	0.790894652
NHLRC2_219353_at	NHLRC2	219353_at	-1.616453847	0.080637774
NHLRC3_236953_s_at	NHLRC3	236953_s_at	-0.5042241	0.467088812
NHLRC4_1558431_at	NHLRC4	1558431_at	-0.768401606	0.718359159
