	X54675	X54675.1	doxorubicin.coeff	doxorubicin.pvalue
1556584_at_1556584_at	1556584_at	1556584_at	1.730316332	0.23166363
1556586_x_at_1556586_x_at	1556586_x_at	1556586_x_at	3.090382775	0.012658539
1556589_at_1556589_at	1556589_at	1556589_at	1.257101588	0.205643437
1556590_s_at_1556590_s_at	1556590_s_at	1556590_s_at	0.525305802	0.298142562
1556592_at_1556592_at	1556592_at	1556592_at	-3.939501834	0.105903709
1556593_s_at_1556593_s_at	1556593_s_at	1556593_s_at	1.215049709	0.542283716
1556595_at_1556595_at	1556595_at	1556595_at	0.187277411	0.472483888
1556602_at_1556602_at	1556602_at	1556602_at	0.256466205	0.45016911
1556616_a_at_1556616_a_at	1556616_a_at	1556616_a_at	0.524202008	0.402441953
1556617_a_at_1556617_a_at	1556617_a_at	1556617_a_at	-2.488358373	0.34480709
1556618_at_1556618_at	1556618_at	1556618_at	-1.677490881	0.193702053
1556620_at_1556620_at	1556620_at	1556620_at	0.224144737	0.762388058
1556621_a_at_1556621_a_at	1556621_a_at	1556621_a_at	0.879985575	0.268413829
1556622_s_at_1556622_s_at	1556622_s_at	1556622_s_at	-1.275060513	0.477736325
1556623_at_1556623_at	1556623_at	1556623_at	1.644170175	0.406513314
1556624_at_1556624_at	1556624_at	1556624_at	-0.662003601	0.777541471
1556625_a_at_1556625_a_at	1556625_a_at	1556625_a_at	0.600687968	0.799610788
1556636_at_1556636_at	1556636_at	1556636_at	-3.093326592	0.124399427
1556643_at_1556643_at	1556643_at	1556643_at	0.690701798	0.05079903
1556645_s_at_1556645_s_at	1556645_s_at	1556645_s_at	-0.391347021	0.882810379
1556646_at_1556646_at	1556646_at	1556646_at	0.705552266	0.188367172
1556649_at_1556649_at	1556649_at	1556649_at	1.309367641	0.41974556
1556650_at_1556650_at	1556650_at	1556650_at	0.465282424	0.262486257
1556651_at_1556651_at	1556651_at	1556651_at	0.242290449	0.888238933
1556654_at_1556654_at	1556654_at	1556654_at	0.0361452	0.893262457
1556655_s_at_1556655_s_at	1556655_s_at	1556655_s_at	0.043920077	0.867149688
1556656_at_1556656_at	1556656_at	1556656_at	-0.278742558	0.377880708
1556657_at_1556657_at	1556657_at	1556657_at	-0.02580605	0.946817347
1556658_a_at_1556658_a_at	1556658_a_at	1556658_a_at	-0.087469133	0.806988577
1556659_at_1556659_at	1556659_at	1556659_at	0.268808635	0.819145716
1556665_at_1556665_at	1556665_at	1556665_at	0.134654774	0.591660545
1556666_a_at_1556666_a_at	1556666_a_at	1556666_a_at	0.123642248	0.57956653
1556669_a_at_1556669_a_at	1556669_a_at	1556669_a_at	2.195749551	0.279098551
1556676_a_at_1556676_a_at	1556676_a_at	1556676_a_at	0.286020983	0.653831756
1556677_at_1556677_at	1556677_at	1556677_at	3.391956739	0.058477086
1556678_a_at_1556678_a_at	1556678_a_at	1556678_a_at	1.027677655	0.014368445
1556679_at_1556679_at	1556679_at	1556679_at	2.851467402	0.213755486
1556682_s_at_1556682_s_at	1556682_s_at	1556682_s_at	0.082676075	0.858003607
1556683_x_at_1556683_x_at	1556683_x_at	1556683_x_at	0.614085555	0.414446657
1556685_at_1556685_at	1556685_at	1556685_at	-0.011656319	0.986223246
1556690_s_at_1556690_s_at	1556690_s_at	1556690_s_at	-0.096451886	0.830063731
1556694_a_at_1556694_a_at	1556694_a_at	1556694_a_at	-0.909140369	0.33945864
1556699_at_1556699_at	1556699_at	1556699_at	0.918460475	0.605222943
1556700_a_at_1556700_a_at	1556700_a_at	1556700_a_at	-2.422967106	0.151186041
1556704_s_at_1556704_s_at	1556704_s_at	1556704_s_at	-0.861314819	0.237252543
1556706_at_1556706_at	1556706_at	1556706_at	1.685857264	0.245528068
1556713_at_1556713_at	1556713_at	1556713_at	-5.69742062	0.006396911
1556717_at_1556717_at	1556717_at	1556717_at	0.55401442	0.708501727
1556718_s_at_1556718_s_at	1556718_s_at	1556718_s_at	2.315447116	0.222175461
1556728_at_1556728_at	1556728_at	1556728_at	0.594086813	0.605649303
1556734_at_1556734_at	1556734_at	1556734_at	-1.580606707	0.315447629
1556735_at_1556735_at	1556735_at	1556735_at	1.035317601	0.456218032
1556743_at_1556743_at	1556743_at	1556743_at	0.278027626	0.634530081
1556744_a_at_1556744_a_at	1556744_a_at	1556744_a_at	0.313069499	0.450885681
1556747_a_at_1556747_a_at	1556747_a_at	1556747_a_at	-2.090062436	0.238139863
1556748_x_at_1556748_x_at	1556748_x_at	1556748_x_at	0.70305567	0.596084995
1556749_at_1556749_at	1556749_at	1556749_at	-1.290273713	0.472036651
1556753_s_at_1556753_s_at	1556753_s_at	1556753_s_at	-0.110685623	0.942089924
1556759_at_1556759_at	1556759_at	1556759_at	-2.032455155	0.510434904
1556760_a_at_1556760_a_at	1556760_a_at	1556760_a_at	0.15869262	0.952024632
1556761_at_1556761_at	1556761_at	1556761_at	0.556807852	0.600630058
1556762_a_at_1556762_a_at	1556762_a_at	1556762_a_at	2.132125369	0.192847226
1556763_at_1556763_at	1556763_at	1556763_at	-0.112271039	0.865019944
1556764_s_at_1556764_s_at	1556764_s_at	1556764_s_at	-0.0250534	0.944952364
1556769_a_at_1556769_a_at	1556769_a_at	1556769_a_at	0.25598699	0.362374524
1556773_at_1556773_at	1556773_at	1556773_at	-0.221351757	0.53105365
1556775_at_1556775_at	1556775_at	1556775_at	0.631540757	0.733678027
1556776_a_at_1556776_a_at	1556776_a_at	1556776_a_at	1.292047581	0.326863848
1556777_a_at_1556777_a_at	1556777_a_at	1556777_a_at	-0.788806615	0.675037371
1556778_at_1556778_at	1556778_at	1556778_at	0.617735259	0.511945956
1556779_s_at_1556779_s_at	1556779_s_at	1556779_s_at	2.231145372	0.399199852
1556781_at_1556781_at	1556781_at	1556781_at	-1.34928184	0.330611172
1556783_a_at_1556783_a_at	1556783_a_at	1556783_a_at	0.263844623	0.778172251
1556784_at_1556784_at	1556784_at	1556784_at	-0.417151934	0.755868529
1556794_at_1556794_at	1556794_at	1556794_at	1.006658591	0.148664226
1556800_a_at_1556800_a_at	1556800_a_at	1556800_a_at	-0.533409531	0.85202924
1556805_at_1556805_at	1556805_at	1556805_at	5.020707569	0.030237033
1556806_at_1556806_at	1556806_at	1556806_at	0.135831711	0.84371676
1556808_at_1556808_at	1556808_at	1556808_at	-1.776879374	0.111546614
1556809_a_at_1556809_a_at	1556809_a_at	1556809_a_at	-2.227675447	0.010816876
1556810_a_at_1556810_a_at	1556810_a_at	1556810_a_at	-0.502903347	0.856434975
1556812_a_at_1556812_a_at	1556812_a_at	1556812_a_at	-0.231184338	0.904591087
1556813_at_1556813_at	1556813_at	1556813_at	-0.212264015	0.892542612
1556814_a_at_1556814_a_at	1556814_a_at	1556814_a_at	-0.019921072	0.944142379
1556815_at_1556815_at	1556815_at	1556815_at	1.682635974	0.231554528
1556817_a_at_1556817_a_at	1556817_a_at	1556817_a_at	-3.596835737	0.105572229
1556818_at_1556818_at	1556818_at	1556818_at	-0.236487687	0.535954213
1556823_s_at_1556823_s_at	1556823_s_at	1556823_s_at	4.546710197	0.029186773
1556824_at_1556824_at	1556824_at	1556824_at	-0.966438765	0.570211545
1556828_at_1556828_at	1556828_at	1556828_at	0.072325373	0.905224032
1556832_at_1556832_at	1556832_at	1556832_at	-0.730377669	0.750414645
1556836_at_1556836_at	1556836_at	1556836_at	1.993422828	0.455284714
1556837_a_at_1556837_a_at	1556837_a_at	1556837_a_at	-2.26955545	0.274453368
1556846_at_1556846_at	1556846_at	1556846_at	-0.181892794	0.893812647
1556847_s_at_1556847_s_at	1556847_s_at	1556847_s_at	0.533573432	0.711432108
1556849_at_1556849_at	1556849_at	1556849_at	-0.837255436	0.162547751
1556851_at_1556851_at	1556851_at	1556851_at	0.928722328	0.604065057
1556852_a_at_1556852_a_at	1556852_a_at	1556852_a_at	0.160558861	0.903501772
1556856_at_1556856_at	1556856_at	1556856_at	0.946976026	0.353716105
1556865_at_1556865_at	1556865_at	1556865_at	0.283327991	0.518762673
1556867_at_1556867_at	1556867_at	1556867_at	0.634286581	0.587263921
1556877_at_1556877_at	1556877_at	1556877_at	3.54638018	0.130281511
1556879_at_1556879_at	1556879_at	1556879_at	0.859132209	0.008541263
1556881_at_1556881_at	1556881_at	1556881_at	3.493605877	0.139205949
1556888_at_1556888_at	1556888_at	1556888_at	1.074074823	0.715305728
1556889_s_at_1556889_s_at	1556889_s_at	1556889_s_at	2.967117686	0.367332093
1556903_at_1556903_at	1556903_at	1556903_at	-3.047867842	0.118566639
1556904_at_1556904_at	1556904_at	1556904_at	2.268387141	0.347707017
1556909_at_1556909_at	1556909_at	1556909_at	1.67924858	0.334568687
1556911_at_1556911_at	1556911_at	1556911_at	0.049631557	0.8873481
1556914_at_1556914_at	1556914_at	1556914_at	3.050103946	0.153899135
1556916_a_at_1556916_a_at	1556916_a_at	1556916_a_at	-4.280878412	0.25636906
1556917_a_at_1556917_a_at	1556917_a_at	1556917_a_at	-4.577665731	0.0336828
1556921_at_1556921_at	1556921_at	1556921_at	4.001114009	0.093477205
1556923_at_1556923_at	1556923_at	1556923_at	0.451094375	0.366162846
1556928_at_1556928_at	1556928_at	1556928_at	1.424370131	0.488801527
1556931_at_1556931_at	1556931_at	1556931_at	-0.076368842	0.906823011
1556932_at_1556932_at	1556932_at	1556932_at	1.274962767	0.505524615
1556933_at_1556933_at	1556933_at	1556933_at	1.092788747	0.281570077
1556935_at_1556935_at	1556935_at	1556935_at	-0.566156992	0.189845074
1556936_at_1556936_at	1556936_at	1556936_at	-0.831546434	0.787555011
1556937_at_1556937_at	1556937_at	1556937_at	0.228891055	0.921549629
1556938_a_at_1556938_a_at	1556938_a_at	1556938_a_at	-0.053066452	0.935759872
1556942_at_1556942_at	1556942_at	1556942_at	0.369443061	0.31117325
1556944_at_1556944_at	1556944_at	1556944_at	-2.722996802	0.314851246
1556945_a_at_1556945_a_at	1556945_a_at	1556945_a_at	1.548424177	0.50272068
1556947_at_1556947_at	1556947_at	1556947_at	0.201381457	0.901894135
1556951_at_1556951_at	1556951_at	1556951_at	2.342273147	0.135212376
1556952_at_1556952_at	1556952_at	1556952_at	0.545070551	0.491287374
1556958_at_1556958_at	1556958_at	1556958_at	1.132989317	0.18354428
1556962_at_1556962_at	1556962_at	1556962_at	0.752616985	0.710549262
1556963_at_1556963_at	1556963_at	1556963_at	-1.60054777	0.31247636
1556964_s_at_1556964_s_at	1556964_s_at	1556964_s_at	-4.018415365	0.024260328
1556970_at_1556970_at	1556970_at	1556970_at	0.264593735	0.899755274
1556971_a_at_1556971_a_at	1556971_a_at	1556971_a_at	0.141524886	0.919698536
1556972_at_1556972_at	1556972_at	1556972_at	-2.656576513	0.117891555
1556976_s_at_1556976_s_at	1556976_s_at	1556976_s_at	0.292297475	0.868385458
1556980_at_1556980_at	1556980_at	1556980_at	0.06752369	0.973880915
1556982_at_1556982_at	1556982_at	1556982_at	0.105560313	0.885389534
1556983_a_at_1556983_a_at	1556983_a_at	1556983_a_at	-1.770389814	0.168533716
1556984_at_1556984_at	1556984_at	1556984_at	1.137718453	0.369120507
1556985_at_1556985_at	1556985_at	1556985_at	0.000904159	0.999577054
1556989_at_1556989_at	1556989_at	1556989_at	-0.564389019	0.403122487
1556994_at_1556994_at	1556994_at	1556994_at	-0.453985272	0.741398255
1556996_at_1556996_at	1556996_at	1556996_at	-3.880990304	0.137242697
1557007_a_at_1557007_a_at	1557007_a_at	1557007_a_at	0.064976355	0.976806342
1557012_a_at_1557012_a_at	1557012_a_at	1557012_a_at	-0.051148466	0.953383461
1557017_at_1557017_at	1557017_at	1557017_at	3.212699112	0.38813774
1557018_a_at_1557018_a_at	1557018_a_at	1557018_a_at	-0.534702411	0.836044752
1557022_at_1557022_at	1557022_at	1557022_at	1.982332804	0.110556524
1557024_at_1557024_at	1557024_at	1557024_at	-5.816291356	0.030165187
1557025_a_at_1557025_a_at	1557025_a_at	1557025_a_at	2.161510069	0.357093549
1557026_at_1557026_at	1557026_at	1557026_at	-1.024071783	0.167146639
1557029_at_1557029_at	1557029_at	1557029_at	0.555347858	0.493551339
1557034_s_at_1557034_s_at	1557034_s_at	1557034_s_at	-0.36774037	0.652065431
1557050_at_1557050_at	1557050_at	1557050_at	-0.461249407	0.127564602
1557051_s_at_1557051_s_at	1557051_s_at	1557051_s_at	-0.325148008	0.064244087
1557052_at_1557052_at	1557052_at	1557052_at	-0.867374222	0.615568709
1557060_at_1557060_at	1557060_at	1557060_at	2.113652517	0.344582485
1557068_at_1557068_at	1557068_at	1557068_at	0.712403438	0.808355954
1557077_a_at_1557077_a_at	1557077_a_at	1557077_a_at	-0.468336109	0.39280673
1557094_at_1557094_at	1557094_at	1557094_at	0.023912507	0.899642771
1557099_at_1557099_at	1557099_at	1557099_at	1.977081013	0.362363803
1557117_at_1557117_at	1557117_at	1557117_at	2.238563512	0.084566474
1557118_a_at_1557118_a_at	1557118_a_at	1557118_a_at	1.122130945	0.098758427
1557121_s_at_1557121_s_at	1557121_s_at	1557121_s_at	0.633149989	0.00566575
1557135_at_1557135_at	1557135_at	1557135_at	0.647701568	0.190052579
1557139_at_1557139_at	1557139_at	1557139_at	0.381529196	0.808917868
1557141_at_1557141_at	1557141_at	1557141_at	-0.320544651	0.477038228
1557147_a_at_1557147_a_at	1557147_a_at	1557147_a_at	0.227237927	0.636843194
1557149_at_1557149_at	1557149_at	1557149_at	-0.028709571	0.961613598
1557154_at_1557154_at	1557154_at	1557154_at	0.139186013	0.711622881
1557155_a_at_1557155_a_at	1557155_a_at	1557155_a_at	0.01435903	0.930860806
1557164_a_at_1557164_a_at	1557164_a_at	1557164_a_at	-0.119079321	0.796278466
1557174_a_at_1557174_a_at	1557174_a_at	1557174_a_at	-0.335247873	0.406555432
1557190_at_1557190_at	1557190_at	1557190_at	-1.663418562	0.279927447
1557192_at_1557192_at	1557192_at	1557192_at	-0.085588816	0.903603116
1557193_at_1557193_at	1557193_at	1557193_at	-0.861268262	0.049481218
1557194_a_at_1557194_a_at	1557194_a_at	1557194_a_at	0.451294866	0.82702356
1557195_at_1557195_at	1557195_at	1557195_at	0.389763782	0.745990753
1557196_a_at_1557196_a_at	1557196_a_at	1557196_a_at	-0.787923605	0.423611732
1557214_at_1557214_at	1557214_at	1557214_at	0.524175105	0.850316901
1557219_at_1557219_at	1557219_at	1557219_at	-0.355623094	0.569263686
1557222_at_1557222_at	1557222_at	1557222_at	0.607825067	0.084125405
1557224_at_1557224_at	1557224_at	1557224_at	0.140613469	0.695085146
1557232_at_1557232_at	1557232_at	1557232_at	0.627922396	0.570041224
1557238_s_at_1557238_s_at	1557238_s_at	1557238_s_at	-0.114186651	0.780754774
1557240_a_at_1557240_a_at	1557240_a_at	1557240_a_at	-0.024634176	0.953854675
1557241_a_at_1557241_a_at	1557241_a_at	1557241_a_at	0.834995187	0.082447725
1557242_at_1557242_at	1557242_at	1557242_at	-0.178566907	0.586925339
1557244_a_at_1557244_a_at	1557244_a_at	1557244_a_at	-1.832431749	0.278349249
1557248_at_1557248_at	1557248_at	1557248_at	0.249711938	0.690524431
1557252_at_1557252_at	1557252_at	1557252_at	-0.503303576	0.403482909
1557256_a_at_1557256_a_at	1557256_a_at	1557256_a_at	1.247177981	0.676489855
1557261_at_1557261_at	1557261_at	1557261_at	0.318411382	0.53013149
1557262_at_1557262_at	1557262_at	1557262_at	1.950663469	0.035429152
1557263_s_at_1557263_s_at	1557263_s_at	1557263_s_at	0.46784908	0.266997564
1557265_at_1557265_at	1557265_at	1557265_at	1.135805202	0.189496998
1557267_s_at_1557267_s_at	1557267_s_at	1557267_s_at	-0.257289362	0.567135913
1557270_at_1557270_at	1557270_at	1557270_at	0.069559949	0.804212228
1557274_at_1557274_at	1557274_at	1557274_at	0.794238384	0.601273424
1557286_at_1557286_at	1557286_at	1557286_at	-0.108997587	0.830360212
1557287_at_1557287_at	1557287_at	1557287_at	1.147298477	0.640763277
1557290_at_1557290_at	1557290_at	1557290_at	-2.481669049	0.076793175
1557295_a_at_1557295_a_at	1557295_a_at	1557295_a_at	-1.002032642	0.304247685
1557297_at_1557297_at	1557297_at	1557297_at	2.379486381	0.351180772
1557300_s_at_1557300_s_at	1557300_s_at	1557300_s_at	0.116037288	0.793439808
1557301_a_at_1557301_a_at	1557301_a_at	1557301_a_at	-0.518805911	0.567494453
1557315_a_at_1557315_a_at	1557315_a_at	1557315_a_at	1.618413598	0.008417453
1557316_at_1557316_at	1557316_at	1557316_at	-0.481437664	0.508756791
1557319_at_1557319_at	1557319_at	1557319_at	0.255208408	0.809151089
1557322_at_1557322_at	1557322_at	1557322_at	0.105854787	0.888669047
1557325_at_1557325_at	1557325_at	1557325_at	1.073112673	0.323270169
1557326_at_1557326_at	1557326_at	1557326_at	-2.377967925	0.154372232
1557329_at_1557329_at	1557329_at	1557329_at	0.025613536	0.968214267
1557330_at_1557330_at	1557330_at	1557330_at	1.512826173	0.445547118
1557335_at_1557335_at	1557335_at	1557335_at	0.969226229	0.526777557
1557336_at_1557336_at	1557336_at	1557336_at	-1.195846873	0.093196554
1557338_x_at_1557338_x_at	1557338_x_at	1557338_x_at	-0.820053246	0.247235117
1557339_at_1557339_at	1557339_at	1557339_at	0.946303728	0.595164693
1557341_x_at_1557341_x_at	1557341_x_at	1557341_x_at	0.730502744	0.5879259
1557343_at_1557343_at	1557343_at	1557343_at	-3.455613843	0.113578478
1557348_at_1557348_at	1557348_at	1557348_at	-0.491012485	0.504653779
1557353_at_1557353_at	1557353_at	1557353_at	-0.48601863	0.599848167
1557366_at_1557366_at	1557366_at	1557366_at	0.326919994	0.392012537
1557375_at_1557375_at	1557375_at	1557375_at	-1.041317467	0.29359081
1557383_a_at_1557383_a_at	1557383_a_at	1557383_a_at	0.139937037	0.496096163
1557398_at_1557398_at	1557398_at	1557398_at	0.066718861	0.961212314
1557400_at_1557400_at	1557400_at	1557400_at	-1.604380287	0.07077004
1557402_at_1557402_at	1557402_at	1557402_at	-2.393165558	0.339075127
1557403_s_at_1557403_s_at	1557403_s_at	1557403_s_at	-0.866224089	0.147297696
1557404_at_1557404_at	1557404_at	1557404_at	-3.634744447	0.13033204
1557409_at_1557409_at	1557409_at	1557409_at	0.907303798	0.09737837
1557413_a_at_1557413_a_at	1557413_a_at	1557413_a_at	0.567404252	0.520214795
1557417_s_at_1557417_s_at	1557417_s_at	1557417_s_at	-0.889039549	0.690768234
1557421_at_1557421_at	1557421_at	1557421_at	2.103116434	0.08447892
1557422_at_1557422_at	1557422_at	1557422_at	-1.919919749	0.185972631
1557424_at_1557424_at	1557424_at	1557424_at	-0.436698766	0.887485198
1557427_at_1557427_at	1557427_at	1557427_at	-2.918237194	0.19661347
1557431_at_1557431_at	1557431_at	1557431_at	0.78350743	0.65153228
1557433_at_1557433_at	1557433_at	1557433_at	0.113732044	0.853457544
1557437_a_at_1557437_a_at	1557437_a_at	1557437_a_at	-0.049680873	0.924658866
1557438_at_1557438_at	1557438_at	1557438_at	-1.817201503	0.128490722
1557439_at_1557439_at	1557439_at	1557439_at	-0.195833971	0.941586448
1557443_s_at_1557443_s_at	1557443_s_at	1557443_s_at	-4.395187496	0.10019328
1557448_a_at_1557448_a_at	1557448_a_at	1557448_a_at	0.835742605	0.055636144
1557452_at_1557452_at	1557452_at	1557452_at	-0.024535419	0.951395215
1557453_at_1557453_at	1557453_at	1557453_at	0.636576014	0.654472825
1557456_a_at_1557456_a_at	1557456_a_at	1557456_a_at	-1.859970299	0.532625656
1557457_at_1557457_at	1557457_at	1557457_at	1.787101029	0.354256823
1557459_at_1557459_at	1557459_at	1557459_at	0.027268906	0.957946071
1557463_at_1557463_at	1557463_at	1557463_at	2.056311532	0.390239032
1557468_at_1557468_at	1557468_at	1557468_at	-2.961131641	0.250129453
1557475_at_1557475_at	1557475_at	1557475_at	-1.207632028	0.491006055
1557477_at_1557477_at	1557477_at	1557477_at	-0.606401731	0.248477136
1557478_at_1557478_at	1557478_at	1557478_at	-1.46998381	0.016902293
1557479_at_1557479_at	1557479_at	1557479_at	-0.398932058	0.758817906
1557484_at_1557484_at	1557484_at	1557484_at	-1.603384135	0.46444832
1557486_at_1557486_at	1557486_at	1557486_at	-6.820693409	0.041587545
1557487_at_1557487_at	1557487_at	1557487_at	0.294294185	0.453860031
1557495_at_1557495_at	1557495_at	1557495_at	-0.724114426	0.642572534
1557498_a_at_1557498_a_at	1557498_a_at	1557498_a_at	5.873073743	0.014205582
1557501_a_at_1557501_a_at	1557501_a_at	1557501_a_at	0.145820415	0.879150983
1557504_at_1557504_at	1557504_at	1557504_at	0.251529326	0.688830618
1557505_a_at_1557505_a_at	1557505_a_at	1557505_a_at	0.279391074	0.535645256
1557506_a_at_1557506_a_at	1557506_a_at	1557506_a_at	-1.231368909	0.090368055
1557507_at_1557507_at	1557507_at	1557507_at	-0.398430498	0.299007108
1557511_at_1557511_at	1557511_at	1557511_at	1.038774076	0.684195146
1557512_at_1557512_at	1557512_at	1557512_at	0.41477012	0.4685643
1557513_a_at_1557513_a_at	1557513_a_at	1557513_a_at	0.28151863	0.747404919
1557514_a_at_1557514_a_at	1557514_a_at	1557514_a_at	-1.540834844	0.393761765
