	X54675	X54675.1	docetaxel.coeff	docetaxel.pvalue
LOC100288122_1560181_at	LOC100288122	1560181_at	2.055871905	0.607868436
LOC100288123_230940_at	LOC100288123	230940_at	0.027550098	0.995492765
LOC100288152_226125_at	LOC100288152	226125_at	-1.213765601	0.169571748
LOC100288198_1559403_at	LOC100288198	1559403_at	5.292196156	0.104064001
LOC100288238_1562880_at	LOC100288238	1562880_at	5.770698686	0.227548064
LOC100288310_1556444_a_at	LOC100288310	1556444_a_at	-0.078783196	0.986275788
LOC100288432_230632_at	LOC100288432	230632_at	-7.775748596	0.003177463
LOC100288490_1556724_at	LOC100288490	1556724_at	-7.916871415	0.115479061
LOC100288594_216455_at	LOC100288594	216455_at	-3.485248265	0.550510651
LOC100288637_1558750_a_at	LOC100288637	1558750_a_at	-0.864337645	0.361177497
LOC100288675_234344_at	LOC100288675	234344_at	1.125585928	0.175161263
LOC100288721_1569971_at	LOC100288721	1569971_at	-8.014401886	0.158233816
LOC100288781_236898_at	LOC100288781	236898_at	-2.618169434	0.079969307
LOC100288798_1559817_at	LOC100288798	1559817_at	4.22876725	0.107011779
LOC100288860_239127_at	LOC100288860	239127_at	-0.301846744	0.683312048
LOC100288893_229556_at	LOC100288893	229556_at	3.201989314	0.046860769
LOC100288911_236657_at	LOC100288911	236657_at	-1.057156571	0.055433783
LOC100289019_1560089_at	LOC100289019	1560089_at	1.472584878	0.263007
LOC100289026_237737_at	LOC100289026	237737_at	0.668434399	0.252187376
LOC100289045_1564749_at	LOC100289045	1564749_at	-2.803461044	0.484052547
LOC100289058_1563077_at	LOC100289058	1563077_at	-2.652940004	0.386844865
LOC100289061_1563071_at	LOC100289061	1563071_at	-0.520069545	0.922381151
LOC100289090_1563079_at	LOC100289090	1563079_at	12.77862318	0.002789337
LOC100289098_239896_at	LOC100289098	239896_at	-0.752616244	0.429731104
LOC100289187_230277_at	LOC100289187	230277_at	0.998698502	0.641811237
LOC100289211_1557597_at	LOC100289211	1557597_at	1.519424388	0.729546745
LOC100289230_238456_at	LOC100289230	238456_at	0.547822644	0.686552481
LOC100289255_236001_at	LOC100289255	236001_at	0.545709064	0.42717851
LOC100289333_233775_x_at	LOC100289333	233775_x_at	4.01906336	0.037388894
LOC100289341_232420_x_at	LOC100289341	232420_x_at	1.663473156	0.277864926
LOC100289361_229338_at	LOC100289361	229338_at	-1.850478537	0.181444273
LOC100289509_237266_at	LOC100289509	237266_at	-2.841842942	0.266976675
LOC100292680_1569378_at	LOC100292680	1569378_at	8.751751121	0.155087572
LOC100292909_241535_at	LOC100292909	241535_at	-5.544974326	0.096383054
LOC100294145_214809_at	LOC100294145	214809_at	-4.205655223	0.333134181
LOC100294362_1569078_at	LOC100294362	1569078_at	1.879082285	0.525983606
LOC100302650_1568768_s_at	LOC100302650	1568768_s_at	-3.013728678	0.383382009
LOC100306951_228972_at	LOC100306951	228972_at	-1.005189863	0.359815633
LOC100310756_1556242_a_at	LOC100310756	1556242_a_at	-1.247238192	0.028302763
LOC100329135_231138_at	LOC100329135	231138_at	-8.651481964	0.073473032
LOC100422737_235774_at	LOC100422737	235774_at	-7.044672217	0.070222146
LOC100422781_1561304_a_at	LOC100422781	1561304_a_at	7.93898007	0.008603045
LOC100498859_243687_at	LOC100498859	243687_at	-0.037459426	0.995247259
LOC100499177_215009_s_at	LOC100499177	215009_s_at	-0.775531732	0.485315111
LOC100499194_231637_at	LOC100499194	231637_at	-0.666078005	0.880491641
LOC100499221_1564463_at	LOC100499221	1564463_at	0.103914471	0.982875302
LOC100499466_1566987_s_at	LOC100499466	1566987_s_at	2.278509468	0.004047444
LOC100499467_230812_at	LOC100499467	230812_at	-2.179165045	0.035104364
LOC100499489_235323_at	LOC100499489	235323_at	-1.975672741	0.446447785
LOC100505474_237344_at	LOC100505474	237344_at	-1.230427436	0.817723288
LOC100505478_231203_at	LOC100505478	231203_at	-1.715707242	0.456860507
LOC100505481_230787_at	LOC100505481	230787_at	-1.772539635	0.076940119
LOC100505483_229157_at	LOC100505483	229157_at	1.065648596	0.231869314
LOC100505490_230294_at	LOC100505490	230294_at	0.72376891	0.521094553
LOC100505495_230132_at	LOC100505495	230132_at	0.597065267	0.8506381
LOC100505498_231337_at	LOC100505498	231337_at	2.532588837	0.586309637
LOC100505500_229972_at	LOC100505500	229972_at	-4.296859579	0.236751177
LOC100505501_235171_at	LOC100505501	235171_at	-1.14677435	0.093291179
LOC100505515_231333_at	LOC100505515	231333_at	8.797211368	0.024552545
LOC100505518_1568791_s_at	LOC100505518	1568791_s_at	6.113209095	0.328418281
LOC100505536_240719_at	LOC100505536	240719_at	2.64231139	0.557082136
LOC100505540_231485_at	LOC100505540	231485_at	3.085114708	0.570220404
LOC100505545_240685_at	LOC100505545	240685_at	-1.99077019	0.672749928
LOC100505547_237274_at	LOC100505547	237274_at	-0.475327823	0.830851115
LOC100505549_238055_at	LOC100505549	238055_at	-0.475450469	0.746742669
LOC100505554_236997_at	LOC100505554	236997_at	-2.28864349	0.486923928
LOC100505555_231419_at	LOC100505555	231419_at	-2.430324944	0.132052485
LOC100505562_244864_at	LOC100505562	244864_at	-3.174087279	0.219903802
LOC100505564_238376_at	LOC100505564	238376_at	8.690108024	0.246097137
LOC100505574_243199_at	LOC100505574	243199_at	-2.81263718	0.300213188
LOC100505576_238360_s_at	LOC100505576	238360_s_at	0.822655015	0.233507738
LOC100505583_1561984_at	LOC100505583	1561984_at	3.602524844	0.421662393
LOC100505592_242465_at	LOC100505592	242465_at	-2.558169298	0.55819665
LOC100505601_230545_at	LOC100505601	230545_at	-0.803268743	0.828522238
LOC100505606_238979_at	LOC100505606	238979_at	-3.57267581	0.414414882
LOC100505609_1558497_a_at	LOC100505609	1558497_a_at	1.89121749	0.553286117
LOC100505619_231627_at	LOC100505619	231627_at	-3.304453217	0.44857349
LOC100505622_243961_at	LOC100505622	243961_at	-2.700868136	0.649092243
LOC100505624_1556670_at	LOC100505624	1556670_at	-4.49468268	0.21959023
LOC100505633_238901_at	LOC100505633	238901_at	-10.77378144	0.008776032
LOC100505644_231443_at	LOC100505644	231443_at	3.502565638	0.236720335
LOC100505649_240894_at	LOC100505649	240894_at	4.972898749	0.232089724
LOC100505650_222334_at	LOC100505650	222334_at	-2.213523101	0.603756016
LOC100505658_1557865_at	LOC100505658	1557865_at	3.294529995	0.612813997
LOC100505666_235886_at	LOC100505666	235886_at	-1.035881638	0.541241114
LOC100505676_237729_at	LOC100505676	237729_at	10.9261604	0.011345255
LOC100505679_244498_x_at	LOC100505679	244498_x_at	-1.967808184	0.147208423
LOC100505687_228275_at	LOC100505687	228275_at	-0.572719789	0.126072118
LOC100505696_227591_at	LOC100505696	227591_at	2.139630258	0.093487483
LOC100505697_237872_at	LOC100505697	237872_at	1.433952428	0.771451301
LOC100505702_229635_at	LOC100505702	229635_at	-0.517623641	0.916971183
LOC100505709_1568785_a_at	LOC100505709	1568785_a_at	8.588768207	0.237366638
LOC100505711_237779_at	LOC100505711	237779_at	3.513534504	0.344280291
LOC100505716_1561370_at	LOC100505716	1561370_at	0.163775164	0.969237915
LOC100505718_1561881_at	LOC100505718	1561881_at	-0.405205429	0.938766188
LOC100505728_241262_at	LOC100505728	241262_at	1.600142801	0.194362143
LOC100505729_236937_at	LOC100505729	236937_at	-1.410883704	0.077199606
LOC100505730_238898_at	LOC100505730	238898_at	-2.11395033	0.010516273
LOC100505738_236591_at	LOC100505738	236591_at	1.616392246	0.046998254
LOC100505746_229041_s_at	LOC100505746	229041_s_at	-3.200651391	0.009820663
LOC100505759_228971_at	LOC100505759	228971_at	1.563803749	0.002191624
LOC100505761_214857_at	LOC100505761	214857_at	2.286430126	0.020202192
LOC100505774_231036_at	LOC100505774	231036_at	0.275506693	0.93384439
LOC100505776_241291_at	LOC100505776	241291_at	2.777325242	0.664931435
LOC100505783_1569746_s_at	LOC100505783	1569746_s_at	5.788310505	0.0953079
LOC100505786_238201_at	LOC100505786	238201_at	0.389016418	0.929033901
LOC100505794_244848_at	LOC100505794	244848_at	-0.908583105	0.553721627
LOC100505797_243742_at	LOC100505797	243742_at	-5.802185997	0.159337773
LOC100505801_240179_at	LOC100505801	240179_at	-7.4787981	0.199730893
LOC100505812_242521_at	LOC100505812	242521_at	0.522766021	0.651482519
LOC100505817_237552_at	LOC100505817	237552_at	-2.422887287	0.28443956
LOC100505820_243212_at	LOC100505820	243212_at	-1.642765611	0.676991177
LOC100505826_236695_at	LOC100505826	236695_at	0.966480751	0.716666509
LOC100505835_1559303_at	LOC100505835	1559303_at	1.692731878	0.666088797
LOC100505839_1557389_at	LOC100505839	1557389_at	-2.197004812	0.170439655
LOC100505841_231434_at	LOC100505841	231434_at	-0.719799598	0.855309597
LOC100505851_1568648_a_at	LOC100505851	1568648_a_at	-2.158269546	0.562966089
LOC100505854_227431_at	LOC100505854	227431_at	-1.495132516	0.194300433
LOC100505862_240749_at	LOC100505862	240749_at	-4.194488445	0.550219982
LOC100505875_230781_at	LOC100505875	230781_at	7.745790853	0.094365465
LOC100505876_229746_x_at	LOC100505876	229746_x_at	-1.547766459	0.294261377
LOC100505877_239880_at	LOC100505877	239880_at	5.934963501	0.268923366
LOC100505880_240382_at	LOC100505880	240382_at	-0.975622737	0.199160653
LOC100505894_229815_at	LOC100505894	229815_at	-1.291845767	0.046592928
LOC100505903_241046_at	LOC100505903	241046_at	-4.044936554	0.449393508
LOC100505906_1560744_at	LOC100505906	1560744_at	-10.08394287	0.024341803
LOC100505912_239174_at	LOC100505912	239174_at	0.548260567	0.771287043
LOC100505918_1559522_at	LOC100505918	1559522_at	0.903642673	0.847633998
LOC100505928_241121_at	LOC100505928	241121_at	-0.30758923	0.953001775
LOC100505937_226400_at	LOC100505937	226400_at	-1.378247086	0.435467481
LOC100505942_230548_at	LOC100505942	230548_at	-1.085579024	0.537522484
LOC100505946_238632_at	LOC100505946	238632_at	-0.233091232	0.654482716
LOC100505960_216104_at	LOC100505960	216104_at	-4.722767334	0.291693419
LOC100505964_237343_at	LOC100505964	237343_at	0.976986941	0.808704749
LOC100505967_1559992_a_at	LOC100505967	1559992_a_at	-4.893184551	0.326919026
LOC100505971_236704_at	LOC100505971	236704_at	-0.230816295	0.783105125
LOC100505976_232227_at	LOC100505976	232227_at	2.603241597	0.627602193
LOC100505978_237260_at	LOC100505978	237260_at	0.50557834	0.911201049
LOC100505983_236412_at	LOC100505983	236412_at	-2.083789211	0.622311441
LOC100505986_237975_at	LOC100505986	237975_at	-3.28118072	0.426996523
LOC100505989_238103_at	LOC100505989	238103_at	3.102580069	0.013666092
LOC100505997_1568625_at	LOC100505997	1568625_at	-14.03973988	0.009259634
LOC100506012_242253_at	LOC100506012	242253_at	-2.238334419	0.243006095
LOC100506013_1559280_a_at	LOC100506013	1559280_a_at	0.841577507	0.20472569
LOC100506014_229880_at	LOC100506014	229880_at	-3.819779919	0.000895327
LOC100506021_244449_at	LOC100506021	244449_at	-3.777781901	0.453205926
LOC100506025_1568872_at	LOC100506025	1568872_at	1.511161432	0.817435835
LOC100506030_237074_at	LOC100506030	237074_at	-6.703885458	0.207368147
LOC100506033_240615_at	LOC100506033	240615_at	0.013485347	0.99359573
LOC100506034_231492_at	LOC100506034	231492_at	-1.01852811	0.790409076
LOC100506047_241504_at	LOC100506047	241504_at	1.878209333	0.721649065
LOC100506051_235808_at	LOC100506051	235808_at	2.478379496	0.367247266
LOC100506054_232790_at	LOC100506054	232790_at	-1.134649336	0.163599552
LOC100506068_1561532_at	LOC100506068	1561532_at	-2.210873206	0.545988408
LOC100506070_1558628_at	LOC100506070	1558628_at	10.55775582	0.01093774
LOC100506071_1560038_at	LOC100506071	1560038_at	-3.52833431	0.595323596
LOC100506075_231238_at	LOC100506075	231238_at	5.074097172	0.022225955
LOC100506082_231028_at	LOC100506082	231028_at	-5.880880823	0.087497376
LOC100506083_1568787_at	LOC100506083	1568787_at	0.365761342	0.860873513
LOC100506088_237039_at	LOC100506088	237039_at	-4.550040829	0.22800832
LOC100506089_1558845_at	LOC100506089	1558845_at	12.38069319	0.044692296
LOC100506090_238069_at	LOC100506090	238069_at	2.328376252	0.062297028
LOC100506098_227985_at	LOC100506098	227985_at	1.168997144	0.020519787
LOC100506100_228773_at	LOC100506100	228773_at	-1.087914106	0.141556059
LOC100506108_243440_at	LOC100506108	243440_at	0.663823566	0.698755815
LOC100506113_237090_at	LOC100506113	237090_at	-1.047838972	0.818889965
LOC100506114_235379_at	LOC100506114	235379_at	-3.297057574	0.459481137
LOC100506122_1561228_at	LOC100506122	1561228_at	1.60569264	0.739520753
LOC100506125_231232_at	LOC100506125	231232_at	2.077558243	0.201009998
LOC100506126_237385_at	LOC100506126	237385_at	6.246103264	0.039746798
LOC100506127_1561198_at	LOC100506127	1561198_at	-8.203410369	0.153257159
LOC100506128_242977_at	LOC100506128	242977_at	-0.093460278	0.976555546
LOC100506130_230446_at	LOC100506130	230446_at	-1.325012487	0.111404319
LOC100506142_1556663_s_at	LOC100506142	1556663_s_at	-5.628184434	0.21607188
LOC100506154_238284_at	LOC100506154	238284_at	-14.52345161	0.029180378
LOC100506161_238491_at	LOC100506161	238491_at	0.681268638	0.348869766
LOC100506162_221740_x_at	LOC100506162	221740_x_at	2.07953835	0.029619593
LOC100506165_231677_at	LOC100506165	231677_at	9.714369521	0.112283836
LOC100506172_1568660_a_at	LOC100506172	1568660_a_at	-12.35253977	0.039789015
LOC100506174_237055_at	LOC100506174	237055_at	-4.379151133	0.197156254
LOC100506189_237862_at	LOC100506189	237862_at	3.770456099	0.509802998
LOC100506190_215185_at	LOC100506190	215185_at	-1.49244927	0.269992147
LOC100506195_1562449_s_at	LOC100506195	1562449_s_at	9.451288683	0.023539533
LOC100506201_228688_at	LOC100506201	228688_at	0.486782756	0.756890634
LOC100506207_1558661_at	LOC100506207	1558661_at	2.78903627	0.57776975
LOC100506216_231444_at	LOC100506216	231444_at	3.772053106	0.44880394
LOC100506226_231446_at	LOC100506226	231446_at	2.605166084	0.645560732
LOC100506229_1559573_at	LOC100506229	1559573_at	4.609410857	0.063877546
LOC100506231_231602_at	LOC100506231	231602_at	-0.996038282	0.805317139
LOC100506233_228612_at	LOC100506233	228612_at	-1.518311141	0.097176376
LOC100506236_240096_at	LOC100506236	240096_at	-3.294416546	0.617309278
LOC100506238_243566_at	LOC100506238	243566_at	4.033379653	0.442359973
LOC100506245_239846_at	LOC100506245	239846_at	1.433829074	0.435857271
LOC100506251_239211_at	LOC100506251	239211_at	-7.776448633	0.005514291
LOC100506258_1557177_at	LOC100506258	1557177_at	4.717403264	0.096241286
LOC100506259_239927_at	LOC100506259	239927_at	1.606839696	0.673642031
LOC100506267_242893_at	LOC100506267	242893_at	0.488414061	0.682986607
LOC100506268_238179_at	LOC100506268	238179_at	-1.765594133	0.330479829
LOC100506274_1556454_a_at	LOC100506274	1556454_a_at	-10.42715635	0.047129647
LOC100506288_240860_at	LOC100506288	240860_at	-2.116229429	0.684408236
LOC100506295_235282_at	LOC100506295	235282_at	0.537393645	0.582513482
LOC100506305_231924_at	LOC100506305	231924_at	-5.382867829	0.186294779
LOC100506314_1559976_at	LOC100506314	1559976_at	2.359312915	0.346812727
LOC100506319_241568_at	LOC100506319	241568_at	-5.097926846	0.05576734
LOC100506325_238953_at	LOC100506325	238953_at	0.992488142	0.137801261
LOC100506328_1560679_at	LOC100506328	1560679_at	-4.74266952	0.121276489
LOC100506343_236036_at	LOC100506343	236036_at	4.901858273	0.035867611
LOC100506348_237913_at	LOC100506348	237913_at	0.772164609	0.806585203
LOC100506354_238503_at	LOC100506354	238503_at	7.711623376	0.000483687
LOC100506365_227765_at	LOC100506365	227765_at	-0.626270873	0.421081504
LOC100506368_1561539_at	LOC100506368	1561539_at	2.276778097	0.163774284
LOC100506377_242005_at	LOC100506377	242005_at	-0.236338965	0.705876015
LOC100506379_1559685_at	LOC100506379	1559685_at	-3.822260981	0.438340515
LOC100506380_236340_at	LOC100506380	236340_at	0.474130221	0.820408549
LOC100506385_232804_at	LOC100506385	232804_at	-0.999928801	0.392097608
LOC100506387_241218_at	LOC100506387	241218_at	-7.52602125	0.129352276
LOC100506388_238091_at	LOC100506388	238091_at	-10.14642853	0.094713622
LOC100506392_1560579_s_at	LOC100506392	1560579_s_at	-2.655509995	0.002894138
LOC100506397_231459_at	LOC100506397	231459_at	-5.268357255	0.260226971
LOC100506406_231284_at	LOC100506406	231284_at	-0.076802548	0.981162729
LOC100506409_237365_at	LOC100506409	237365_at	1.441038311	0.080755181
LOC100506413_1562011_at	LOC100506413	1562011_at	3.180194176	0.628096863
LOC100506418_243510_at	LOC100506418	243510_at	1.090628641	0.046180735
LOC100506421_230184_at	LOC100506421	230184_at	7.976453049	0.025897427
LOC100506430_240917_at	LOC100506430	240917_at	-1.439184499	0.721262788
LOC100506433_1557215_at	LOC100506433	1557215_at	0.702587962	0.531111977
LOC100506446_243245_at	LOC100506446	243245_at	-3.493933865	0.481779514
LOC100506451_242358_at	LOC100506451	242358_at	-0.288377233	0.706924177
LOC100506457_237321_at	LOC100506457	237321_at	-2.441283812	0.361938717
LOC100506462_1568615_a_at	LOC100506462	1568615_a_at	1.531313743	0.718627313
LOC100506469_222280_at	LOC100506469	222280_at	0.427094822	0.826290967
LOC100506470_240887_at	LOC100506470	240887_at	-3.502394419	0.275120551
LOC100506476_243680_at	LOC100506476	243680_at	1.800664554	0.378225811
LOC100506480_237576_x_at	LOC100506480	237576_x_at	0.443343836	0.915270083
LOC100506497_1560131_at	LOC100506497	1560131_at	1.082671861	0.21186084
LOC100506502_237155_at	LOC100506502	237155_at	4.897974855	0.111228822
LOC100506521_243425_at	LOC100506521	243425_at	-5.021261044	0.174458516
LOC100506530_231473_at	LOC100506530	231473_at	2.92418902	0.602987524
LOC100506538_1556571_at	LOC100506538	1556571_at	3.69043295	0.04157175
LOC100506540_231404_at	LOC100506540	231404_at	1.115488162	0.661951958
LOC100506542_231580_at	LOC100506542	231580_at	4.615303184	0.30460738
LOC100506553_242987_x_at	LOC100506553	242987_x_at	-6.346465377	0.175049427
LOC100506557_1564584_at	LOC100506557	1564584_at	-4.75252243	0.141629405
